extension (nm),average force (pN),sd force (pN),average bp unzipped, sd bp unzipped
2187,17.8641,0.139947,1245.66,4.20157
2188,17.8926,0.14023,1245.83,4.2093
2189,17.9211,0.141429,1246,4.24848
2190,17.9494,0.144166,1246.18,4.34002
2191,17.9775,0.149431,1246.37,4.51695
2192,18.005,0.158745,1246.57,4.8292
2193,18.0314,0.174307,1246.81,5.3474
2194,18.0558,0.199048,1247.12,6.16395
2195,18.0767,0.236588,1247.54,7.39099
2196,18.0912,0.291089,1248.16,9.15718
2197,18.0946,0.367021,1249.14,11.6013
2198,18.0789,0.468439,1250.72,14.85
2199,18.0316,0.596995,1253.31,18.9546
2200,17.9353,0.747648,1257.46,23.7542
2201,17.7717,0.902295,1263.73,28.6743
2202,17.534,1.02635,1272.34,32.6196
2203,17.2425,1.07918,1282.65,34.3067
2204,16.9459,1.04055,1293.11,33.1019
2205,16.695,0.927913,1302.1,29.5663
2206,16.5142,0.782029,1308.86,24.9955
2207,16.3992,0.639695,1313.53,20.554
2208,16.333,0.520966,1316.65,16.8706
2209,16.2985,0.431352,1318.77,14.1089
2210,16.2831,0.368153,1320.28,12.1716
2211,16.2789,0.325388,1321.42,10.8613
2212,16.2815,0.296751,1322.36,9.97693
2213,16.2881,0.277087,1323.16,9.35931
2214,16.2975,0.262809,1323.87,8.90052
2215,16.3087,0.251695,1324.52,8.53533
2216,16.3215,0.242499,1325.12,8.22802
2217,16.3355,0.234589,1325.68,7.96121
2218,16.3505,0.2277,1326.21,7.72828
2219,16.3663,0.221779,1326.71,7.52875
2220,16.3829,0.216889,1327.18,7.36552
2221,16.4001,0.213155,1327.64,7.24329
2222,16.4176,0.210735,1328.08,7.16753
2223,16.4354,0.209797,1328.51,7.14383
2224,16.4533,0.210498,1328.95,7.17733
2225,16.4709,0.212974,1329.39,7.27224
2226,16.4882,0.217323,1329.85,7.43135
2227,16.5048,0.223592,1330.34,7.65577
2228,16.5205,0.231774,1330.85,7.94459
2229,16.535,0.241793,1331.41,8.29469
2230,16.548,0.253503,1332.02,8.7006
2231,16.5591,0.266681,1332.69,9.15434
2232,16.5682,0.281027,1333.44,9.6453
2233,16.5748,0.296153,1334.27,10.1601
2234,16.5787,0.311594,1335.19,10.6827
2235,16.5799,0.326804,1336.21,11.1946
2236,16.5782,0.34118,1337.32,11.6752
2237,16.5738,0.354087,1338.52,12.1032
2238,16.567,0.364899,1339.8,12.4577
2239,16.5581,0.37305,1341.15,12.7199
2240,16.5477,0.378088,1342.55,12.8749
2241,16.5366,0.379724,1343.97,12.9137
2242,16.5254,0.377861,1345.39,12.8337
2243,16.5151,0.372611,1346.78,12.6394
2244,16.5061,0.364277,1348.12,12.3417
2245,16.4992,0.353313,1349.38,11.9566
2246,16.4947,0.340278,1350.57,11.5034
2247,16.4929,0.325779,1351.66,11.0028
2248,16.494,0.310417,1352.65,10.4753
2249,16.4978,0.29475,1353.54,9.93984
2250,16.5043,0.279261,1354.35,9.41252
2251,16.5133,0.26435,1355.07,8.90662
2252,16.5245,0.250324,1355.72,8.43225
2253,16.5377,0.237405,1356.3,7.99658
2254,16.5527,0.225738,1356.82,7.60417
2255,16.569,0.215403,1357.3,7.25743
2256,16.5867,0.206429,1357.73,6.95707
2257,16.6053,0.198808,1358.14,6.70253
2258,16.6248,0.192504,1358.51,6.49252
2259,16.6449,0.187471,1358.86,6.32533
2260,16.6655,0.183657,1359.2,6.19925
2261,16.6866,0.181021,1359.53,6.11283
2262,16.7078,0.17953,1359.84,6.06515
2263,16.7292,0.179176,1360.16,6.05599
2264,16.7506,0.179972,1360.48,6.08598
2265,16.7719,0.181959,1360.8,6.15668
2266,16.793,0.185208,1361.13,6.27068
2267,16.8136,0.18982,1361.47,6.43165
2268,16.8337,0.195933,1361.84,6.64448
2269,16.853,0.203722,1362.23,6.91542
2270,16.8714,0.213406,1362.66,7.25236
2271,16.8884,0.225262,1363.13,7.66526
2272,16.9037,0.239634,1363.67,8.16673
2273,16.9168,0.25696,1364.28,8.77274
2274,16.9271,0.277782,1364.99,9.50344
2275,16.9337,0.302771,1365.82,10.3837
2276,16.9354,0.332712,1366.83,11.4426
2277,16.9307,0.368451,1368.06,12.7119
2278,16.9176,0.410754,1369.58,14.22
2279,16.8935,0.460021,1371.49,15.9824
2280,16.8552,0.515826,1373.89,17.9847
2281,16.7991,0.576297,1376.92,20.1607
2282,16.7223,0.637487,1380.68,22.3697
2283,16.6235,0.693125,1385.22,24.3882
2284,16.5044,0.735306,1390.47,25.9336
2285,16.3714,0.756444,1396.22,26.7344
2286,16.2343,0.751966,1402.11,26.6255
2287,16.1044,0.722259,1407.75,25.6182
2288,15.9911,0.672507,1412.8,23.8947
2289,15.8996,0.610557,1417.07,21.7331
2290,15.8309,0.544288,1420.54,19.4133
2291,15.7828,0.479856,1423.27,17.1548
2292,15.7521,0.421159,1425.38,15.097
2293,15.7347,0.370128,1427.01,13.3096
2294,15.7276,0.327316,1428.29,11.8127
2295,15.7278,0.292435,1429.29,10.5964
2296,15.7334,0.264758,1430.11,9.63468
2297,15.7428,0.243363,1430.8,8.89431
2298,15.7549,0.227276,1431.39,8.34024
2299,15.7689,0.21556,1431.91,7.93867
2300,15.7841,0.207355,1432.39,7.65885
2301,15.8001,0.201908,1432.84,7.47405
2302,15.8167,0.198582,1433.28,7.36186
2303,15.8336,0.196857,1433.7,7.30404
2304,15.8506,0.196313,1434.12,7.28606
2305,15.8677,0.196622,1434.54,7.29654
2306,15.8847,0.197527,1434.96,7.32664
2307,15.9017,0.198828,1435.38,7.36956
2308,15.9184,0.200374,1435.81,7.42004
2309,15.9351,0.202045,1436.25,7.47407
2310,15.9515,0.203752,1436.69,7.52859
2311,15.9678,0.205426,1437.15,7.5813
2312,15.9839,0.207016,1437.6,7.63051
2313,15.9998,0.208487,1438.07,7.67503
2314,16.0156,0.209813,1438.54,7.71412
2315,16.0313,0.210982,1439.01,7.74738
2316,16.0468,0.211989,1439.49,7.77475
2317,16.0623,0.212838,1439.97,7.79648
2318,16.0777,0.21354,1440.46,7.81305
2319,16.093,0.214113,1440.95,7.82518
2320,16.1083,0.214581,1441.44,7.83382
2321,16.1235,0.214973,1441.93,7.84007
2322,16.1387,0.215323,1442.42,7.84523
2323,16.1539,0.21567,1442.92,7.85072
2324,16.1691,0.216053,1443.41,7.85807
2325,16.1843,0.216519,1443.91,7.86892
2326,16.1994,0.217113,1444.41,7.88501
2327,16.2144,0.217884,1444.91,7.9081
2328,16.2294,0.218883,1445.41,7.93998
2329,16.2442,0.220158,1445.92,7.98245
2330,16.2588,0.221758,1446.44,8.03725
2331,16.2733,0.22373,1446.96,8.10601
2332,16.2875,0.226115,1447.5,8.19021
2333,16.3013,0.228951,1448.04,8.29107
2334,16.3148,0.232264,1448.61,8.40948
2335,16.3278,0.236071,1449.18,8.54591
2336,16.3402,0.240373,1449.78,8.70027
2337,16.352,0.245154,1450.41,8.8718
2338,16.3632,0.250377,1451.05,9.059
2339,16.3735,0.255982,1451.73,9.25951
2340,16.383,0.261885,1452.44,9.47007
2341,16.3916,0.267972,1453.18,9.68647
2342,16.3992,0.274107,1453.95,9.90361
2343,16.4058,0.28013,1454.76,10.1156
2344,16.4115,0.285861,1455.61,10.3159
2345,16.4163,0.291109,1456.48,10.4974
2346,16.4202,0.295676,1457.39,10.6533
2347,16.4234,0.299372,1458.32,10.7767
2348,16.4261,0.302023,1459.27,10.8613
2349,16.4284,0.303481,1460.23,10.9022
2350,16.4305,0.303634,1461.2,10.8955
2351,16.4327,0.302415,1462.16,10.839
2352,16.4353,0.299806,1463.11,10.7324
2353,16.4384,0.295837,1464.03,10.5771
2354,16.4423,0.290584,1464.93,10.376
2355,16.4472,0.284165,1465.79,10.1336
2356,16.4533,0.27673,1466.61,9.85547
2357,16.4606,0.268451,1467.38,9.54805
2358,16.4693,0.259512,1468.1,9.21806
2359,16.4794,0.250103,1468.78,8.87233
2360,16.4909,0.240405,1469.4,8.51748
2361,16.5038,0.230592,1469.97,8.15966
2362,16.518,0.220819,1470.5,7.80444
2363,16.5335,0.211223,1470.98,7.45669
2364,16.5502,0.201924,1471.42,7.12057
2365,16.5679,0.193019,1471.82,6.79947
2366,16.5867,0.184587,1472.18,6.49613
2367,16.6064,0.176691,1472.52,6.21265
2368,16.6269,0.169377,1472.82,5.95055
2369,16.6481,0.162678,1473.11,5.71088
2370,16.67,0.156613,1473.37,5.49423
2371,16.6924,0.151195,1473.61,5.30088
2372,16.7153,0.146425,1473.84,5.13077
2373,16.7387,0.142299,1474.05,4.98366
2374,16.7624,0.138808,1474.25,4.85909
2375,16.7863,0.135939,1474.44,4.7565
2376,16.8106,0.133675,1474.63,4.67525
2377,16.835,0.132001,1474.81,4.61468
2378,16.8595,0.1309,1474.98,4.57416
2379,16.8842,0.130357,1475.16,4.55312
2380,16.9089,0.130361,1475.33,4.55108
2381,16.9337,0.130903,1475.5,4.56771
2382,16.9584,0.131978,1475.68,4.60283
2383,16.983,0.133587,1475.86,4.65644
2384,17.0076,0.135736,1476.04,4.72873
2385,17.032,0.138437,1476.23,4.82008
2386,17.0562,0.141706,1476.43,4.93106
2387,17.0801,0.145565,1476.64,5.06237
2388,17.1037,0.15004,1476.86,5.2149
2389,17.1269,0.15516,1477.1,5.38959
2390,17.1497,0.160955,1477.35,5.58747
2391,17.1719,0.167455,1477.62,5.80952
2392,17.1935,0.17469,1477.92,6.05664
2393,17.2144,0.182682,1478.24,6.32954
2394,17.2344,0.191444,1478.59,6.62862
2395,17.2534,0.20098,1478.98,6.95386
2396,17.2712,0.211276,1479.41,7.30468
2397,17.2878,0.222294,1479.88,7.67975
2398,17.3029,0.233976,1480.4,8.07689
2399,17.3164,0.246228,1480.98,8.49288
2400,17.3281,0.258925,1481.62,8.92335
2401,17.3379,0.271905,1482.33,9.3627
2402,17.3456,0.284967,1483.11,9.8041
2403,17.3512,0.297876,1483.96,10.2396
2404,17.3546,0.310371,1484.88,10.6603
2405,17.3557,0.322172,1485.89,11.0569
2406,17.3548,0.333,1486.96,11.4202
2407,17.3518,0.342596,1488.1,11.7416
2408,17.347,0.350744,1489.3,12.0141
2409,17.3407,0.35729,1490.55,12.233
2410,17.3332,0.362167,1491.84,12.3964
2411,17.3249,0.365402,1493.16,12.5058
2412,17.3159,0.36712,1494.5,12.5657
2413,17.3068,0.367534,1495.84,12.5837
2414,17.2976,0.366931,1497.19,12.5698
2415,17.2886,0.365635,1498.52,12.535
2416,17.2798,0.36398,1499.85,12.4904
2417,17.2714,0.362271,1501.17,12.4459
2418,17.2634,0.360751,1502.48,12.4093
2419,17.2555,0.359576,1503.78,12.3849
2420,17.2479,0.358799,1505.07,12.3737
2421,17.2403,0.358366,1506.37,12.3732
2422,17.2328,0.358129,1507.66,12.3775
2423,17.2253,0.357869,1508.95,12.3784
2424,17.2178,0.357316,1510.24,12.3664
2425,17.2105,0.35619,1511.52,12.3317
2426,17.2035,0.354227,1512.8,12.2654
2427,17.197,0.351208,1514.05,12.1601
2428,17.1912,0.346977,1515.28,12.0107
2429,17.1863,0.341454,1516.48,11.815
2430,17.1826,0.334642,1517.63,11.5735
2431,17.1804,0.326615,1518.73,11.2892
2432,17.1798,0.317515,1519.78,10.9676
2433,17.181,0.307534,1520.76,10.6156
2434,17.184,0.296898,1521.68,10.2414
2435,17.1889,0.285854,1522.53,9.8539
2436,17.1956,0.274653,1523.32,9.462
2437,17.2041,0.263545,1524.05,9.07455
2438,17.2144,0.25277,1524.72,8.69997
2439,17.2261,0.242552,1525.33,8.3462
2440,17.2393,0.233103,1525.9,8.02062
2441,17.2538,0.224621,1526.42,7.73015
2442,17.2692,0.217292,1526.91,7.48118
2443,17.2856,0.211286,1527.37,7.27963
2444,17.3026,0.206765,1527.81,7.13087
2445,17.3201,0.203869,1528.23,7.03959
2446,17.3379,0.202717,1528.65,7.0096
2447,17.3557,0.2034,1529.07,7.04363
2448,17.3733,0.205973,1529.49,7.1431
2449,17.3906,0.210447,1529.93,7.30799
2450,17.4072,0.216793,1530.39,7.53677
2451,17.4229,0.224931,1530.88,7.82637
2452,17.4374,0.234741,1531.42,8.17222
2453,17.4505,0.246051,1532,8.56828
2454,17.4619,0.25865,1532.65,9.00701
2455,17.4713,0.272276,1533.37,9.47938
2456,17.4785,0.286622,1534.16,9.97488
2457,17.4832,0.301341,1535.03,10.4816
2458,17.4854,0.316047,1536,10.9864
2459,17.4849,0.330331,1537.06,11.4757
2460,17.4816,0.343783,1538.21,11.9358
2461,17.4758,0.35602,1539.45,12.354
2462,17.4676,0.36672,1540.77,12.7201
2463,17.4572,0.375658,1542.17,13.027
2464,17.4451,0.382735,1543.62,13.2722
2465,17.4315,0.388003,1545.13,13.4586
2466,17.417,0.391668,1546.66,13.5938
2467,17.4016,0.394071,1548.23,13.6903
2468,17.3858,0.395657,1549.81,13.7638
2469,17.3696,0.396919,1551.4,13.8313
2470,17.3531,0.398335,1553.01,13.9088
2471,17.3361,0.400307,1554.64,14.0096
2472,17.3185,0.40311,1556.29,14.142
2473,17.3001,0.406859,1557.97,14.3091
2474,17.2807,0.411507,1559.69,14.5083
2475,17.2599,0.41687,1561.45,14.7325
2476,17.2378,0.422672,1563.27,14.9719
2477,17.2141,0.428601,1565.15,15.2158
2478,17.1889,0.43437,1567.08,15.4549
2479,17.1622,0.439766,1569.07,15.6824
2480,17.1341,0.444676,1571.11,15.8953
2481,17.1047,0.449094,1573.2,16.094
2482,17.0741,0.453096,1575.33,16.2816
2483,17.0424,0.456792,1577.51,16.4617
2484,17.0097,0.460264,1579.73,16.6365
2485,16.976,0.463503,1581.98,16.8041
2486,16.9413,0.466363,1584.28,16.9574
2487,16.9059,0.468544,1586.61,17.0837
2488,16.8699,0.46961,1588.96,17.1653
2489,16.8338,0.469044,1591.32,17.1819
2490,16.798,0.466333,1593.67,17.1138
2491,16.7631,0.461049,1595.98,16.9448
2492,16.73,0.452925,1598.23,16.6654
2493,16.6994,0.441899,1600.39,16.2735
2494,16.6719,0.42812,1602.43,15.7754
2495,16.6481,0.411926,1604.34,15.1843
2496,16.6284,0.393789,1606.09,14.5184
2497,16.6129,0.374256,1607.68,13.7986
2498,16.6019,0.353888,1609.12,13.0464
2499,16.595,0.333212,1610.39,12.2817
2500,16.5922,0.312689,1611.52,11.522
2501,16.5931,0.292697,1612.5,10.7816
2502,16.5973,0.273527,1613.37,10.0715
2503,16.6045,0.255389,1614.12,9.39982
2504,16.6144,0.238425,1614.78,8.7718
2505,16.6265,0.222721,1615.35,8.19074
2506,16.6407,0.208319,1615.85,7.65829
2507,16.6565,0.195231,1616.29,7.17499
2508,16.6738,0.183452,1616.67,6.74063
2509,16.6923,0.172965,1617.02,6.35462
2510,16.7118,0.163747,1617.32,6.01619
2511,16.7322,0.15578,1617.59,5.72466
2512,16.7533,0.14905,1617.84,5.47954
2513,16.775,0.143552,1618.07,5.28065
2514,16.7971,0.139292,1618.29,5.12819
2515,16.8196,0.136287,1618.49,5.02283
2516,16.8422,0.134569,1618.69,4.9657
2517,16.865,0.134183,1618.89,4.95842
2518,16.8878,0.135186,1619.08,5.00311
2519,16.9105,0.137651,1619.28,5.10236
2520,16.933,0.141664,1619.5,5.25926
2521,16.9551,0.147322,1619.72,5.47733
2522,16.9766,0.154735,1619.97,5.76051
2523,16.9975,0.164019,1620.25,6.113
2524,17.0174,0.175296,1620.56,6.53915
2525,17.036,0.188685,1620.92,7.04315
2526,17.053,0.204287,1621.35,7.62857
2527,17.0681,0.222173,1621.84,8.29776
2528,17.0807,0.242356,1622.43,9.0509
2529,17.0903,0.264761,1623.14,9.88488
2530,17.0962,0.289185,1623.97,10.7917
2531,17.0978,0.315249,1624.97,11.7572
2532,17.0945,0.34236,1626.16,12.7587
2533,17.0857,0.369669,1627.54,13.7647
2534,17.071,0.396075,1629.14,14.7343
2535,17.0504,0.420257,1630.96,15.6186
2536,17.0242,0.440782,1632.98,16.3651
2537,16.9933,0.456269,1635.17,16.9234
2538,16.9589,0.4656,1637.49,17.2533
2539,16.9229,0.468119,1639.86,17.3318
2540,16.887,0.463775,1642.22,17.1589
2541,16.8531,0.453158,1644.5,16.7579
2542,16.8227,0.437413,1646.66,16.1727
2543,16.7967,0.418069,1648.64,15.4613
2544,16.7757,0.396837,1650.44,14.6878
2545,16.7596,0.375421,1652.06,13.916
2546,16.748,0.355373,1653.51,13.2036
2547,16.7404,0.338001,1654.82,12.5984
2548,16.7358,0.324304,1656.02,12.1363
2549,16.7334,0.314929,1657.14,11.8392
2550,16.7323,0.310147,1658.21,11.7144
2551,16.7316,0.309859,1659.28,11.7554
2552,16.7306,0.313631,1660.36,11.9436
2553,16.7286,0.320771,1661.48,12.2516
2554,16.7249,0.33041,1662.67,12.6459
2555,16.7192,0.341582,1663.94,13.0902
2556,16.7111,0.353288,1665.3,13.5471
2557,16.7006,0.364541,1666.75,13.9802
2558,16.6878,0.374422,1668.29,14.3553
2559,16.673,0.382121,1669.9,14.6429
2560,16.6568,0.386995,1671.57,14.8195
2561,16.6397,0.38861,1673.26,14.8698
2562,16.6227,0.386777,1674.95,14.7876
2563,16.6064,0.381552,1676.61,14.5761
2564,16.5916,0.373226,1678.21,14.2474
2565,16.5788,0.362277,1679.72,13.8205
2566,16.5686,0.34931,1681.14,13.319
2567,16.5612,0.334995,1682.45,12.769
2568,16.5566,0.320007,1683.66,12.1962
2569,16.5549,0.304979,1684.75,11.625
2570,16.5558,0.290468,1685.74,11.0765
2571,16.5591,0.276944,1686.64,10.5683
2572,16.5645,0.264772,1687.46,10.114
2573,16.5716,0.254226,1688.22,9.72361
2574,16.5802,0.245482,1688.92,9.40333
2575,16.59,0.238636,1689.58,9.15624
2576,16.6006,0.233708,1690.21,8.98254
2577,16.6117,0.230657,1690.81,8.88011
2578,16.6231,0.229388,1691.41,8.84488
2579,16.6346,0.229767,1692.01,8.8714
2580,16.646,0.231632,1692.61,8.9532
2581,16.657,0.234802,1693.23,9.08319
2582,16.6676,0.239082,1693.87,9.25391
2583,16.6774,0.244273,1694.53,9.4577
2584,16.6865,0.250171,1695.23,9.68679
2585,16.6947,0.256571,1695.96,9.9334
2586,16.7019,0.263266,1696.72,10.1898
2587,16.708,0.270053,1697.53,10.4482
2588,16.7131,0.27673,1698.38,10.7011
2589,16.7171,0.283107,1699.27,10.9414
2590,16.7201,0.289001,1700.2,11.1622
2591,16.7222,0.294249,1701.17,11.3575
2592,16.7234,0.298713,1702.17,11.5222
2593,16.7238,0.302281,1703.19,11.6524
2594,16.7238,0.304878,1704.23,11.7452
2595,16.7233,0.306465,1705.29,11.7995
2596,16.7226,0.30704,1706.36,11.8153
2597,16.7219,0.306638,1707.42,11.7942
2598,16.7214,0.305323,1708.48,11.7386
2599,16.7211,0.303187,1709.53,11.6522
2600,16.7213,0.300336,1710.55,11.539
2601,16.722,0.296885,1711.56,11.4033
2602,16.7234,0.292948,1712.54,11.2494
2603,16.7255,0.288633,1713.5,11.0812
2604,16.7283,0.284032,1714.42,10.9022
2605,16.7319,0.279222,1715.32,10.715
2606,16.7363,0.27426,1716.18,10.5216
2607,16.7416,0.269183,1717.01,10.3235
2608,16.7476,0.264016,1717.81,10.1213
2609,16.7544,0.258766,1718.58,9.91532
2610,16.7621,0.253434,1719.32,9.70557
2611,16.7706,0.248014,1720.03,9.49182
2612,16.7798,0.242498,1720.7,9.27385
2613,16.7899,0.236881,1721.35,9.0515
2614,16.8008,0.231158,1721.97,8.82475
2615,16.8124,0.225332,1722.55,8.59381
2616,16.8249,0.219411,1723.1,8.3591
2617,16.8381,0.213407,1723.63,8.12125
2618,16.8522,0.207341,1724.12,7.88112
2619,16.8669,0.201234,1724.59,7.63969
2620,16.8825,0.195115,1725.03,7.3981
2621,16.8987,0.189012,1725.44,7.15755
2622,16.9157,0.182957,1725.82,6.91926
2623,16.9333,0.176981,1726.18,6.68448
2624,16.9516,0.171113,1726.52,6.45437
2625,16.9704,0.165384,1726.83,6.23008
2626,16.9899,0.15982,1727.12,6.01263
2627,17.0099,0.154445,1727.39,5.80294
2628,17.0304,0.149283,1727.65,5.60184
2629,17.0514,0.144352,1727.89,5.41003
2630,17.0728,0.139669,1728.11,5.22808
2631,17.0946,0.135247,1728.32,5.05647
2632,17.1168,0.131097,1728.51,4.89556
2633,17.1393,0.127227,1728.69,4.7456
2634,17.1622,0.123642,1728.86,4.60674
2635,17.1853,0.120347,1729.03,4.47905
2636,17.2087,0.117341,1729.18,4.36252
2637,17.2324,0.114624,1729.33,4.25705
2638,17.2562,0.112194,1729.47,4.16249
2639,17.2802,0.110046,1729.6,4.07863
2640,17.3044,0.108175,1729.73,4.00522
2641,17.3288,0.106574,1729.86,3.94196
2642,17.3532,0.105237,1729.98,3.88855
2643,17.3778,0.104155,1730.1,3.84466
2644,17.4025,0.103321,1730.21,3.80996
2645,17.4273,0.102727,1730.33,3.78414
2646,17.4521,0.102367,1730.44,3.76693
2647,17.477,0.102234,1730.56,3.75807
2648,17.5019,0.102325,1730.67,3.75742
2649,17.5269,0.102638,1730.78,3.76488
2650,17.5518,0.103173,1730.89,3.78049
2651,17.5768,0.103936,1731.01,3.80445
2652,17.6017,0.104936,1731.13,3.83714
2653,17.6266,0.106191,1731.25,3.87922
2654,17.6515,0.107726,1731.37,3.93169
2655,17.6763,0.109577,1731.5,3.99597
2656,17.701,0.111798,1731.63,4.07411
2657,17.7255,0.11446,1731.76,4.16893
2658,17.75,0.117665,1731.91,4.2843
2659,17.7742,0.121546,1732.06,4.42543
2660,17.7981,0.126287,1732.22,4.59933
2661,17.8217,0.132128,1732.4,4.81528
2662,17.8448,0.139387,1732.6,5.08536
2663,17.8673,0.14847,1732.82,5.42507
2664,17.8889,0.159894,1733.07,5.85381
2665,17.9093,0.174287,1733.37,6.39523
2666,17.9281,0.192403,1733.73,7.07732
2667,17.9446,0.2151,1734.18,7.9319
2668,17.9579,0.243314,1734.75,8.99339
2669,17.9667,0.277984,1735.48,10.2962
2670,17.9692,0.319924,1736.45,11.8699
2671,17.963,0.36959,1737.75,13.7307
2672,17.9451,0.426724,1739.47,15.8683
2673,17.912,0.489838,1741.77,18.2265
2674,17.8602,0.555635,1744.76,20.682
2675,17.787,0.618619,1748.53,23.0303
2676,17.6925,0.67137,1753.1,24.996
2677,17.5804,0.705957,1758.31,26.2854
2678,17.4588,0.716381,1763.88,26.6779
2679,17.3379,0.70097,1769.4,26.1138
2680,17.2278,0.663163,1774.52,24.7234
2681,17.1355,0.610117,1778.97,22.7744
2682,17.0633,0.550127,1782.67,20.5756
2683,17.0106,0.490396,1785.65,18.3942
2684,16.9743,0.435957,1788.01,16.4158
2685,16.951,0.389607,1789.9,14.7423
2686,16.9372,0.352364,1791.43,13.4087
2687,16.9303,0.324023,1792.71,12.4047
2688,16.9279,0.30366,1793.81,11.6938
2689,16.9286,0.290023,1794.81,11.2281
2690,16.9311,0.281811,1795.74,10.9593
2691,16.9346,0.277847,1796.64,10.8444
2692,16.9385,0.277162,1797.52,10.8484
2693,16.9422,0.279,1798.41,10.9443
2694,16.9455,0.282789,1799.32,11.1118
2695,16.948,0.288093,1800.27,11.3353
2696,16.9495,0.294565,1801.25,11.6021
2697,16.9498,0.301911,1802.28,11.9014
2698,16.9487,0.309858,1803.37,12.2229
2699,16.9461,0.318139,1804.51,12.5563
2700,16.9419,0.326487,1805.72,12.8915
2701,16.9362,0.334631,1806.99,13.218
2702,16.9288,0.342312,1808.33,13.5258
2703,16.9199,0.349292,1809.72,13.8062
2704,16.9097,0.355381,1811.17,14.0521
2705,16.8982,0.360448,1812.66,14.2589
2706,16.8858,0.364447,1814.19,14.4256
2707,16.8725,0.367426,1815.76,14.5548
2708,16.8587,0.369529,1817.34,14.6529
2709,16.8445,0.370991,1818.95,14.7298
2710,16.8299,0.372118,1820.56,14.7981
2711,16.8151,0.37325,1822.19,14.8712
2712,16.7999,0.374721,1823.84,14.962
2713,16.7844,0.376811,1825.5,15.081
2714,16.7682,0.379695,1827.19,15.2339
2715,16.7512,0.383403,1828.91,15.4204
2716,16.7333,0.387802,1830.68,15.6334
2717,16.7142,0.392584,1832.49,15.8592
2718,16.694,0.397299,1834.35,16.0783
2719,16.6727,0.401395,1836.25,16.2674
2720,16.6505,0.404281,1838.19,16.4024
2721,16.6278,0.405398,1840.16,16.4606
2722,16.605,0.404286,1842.12,16.4237
2723,16.5827,0.400639,1844.07,16.28
2724,16.5615,0.394337,1845.96,16.0253
2725,16.542,0.385459,1847.79,15.664
2726,16.5248,0.37426,1849.52,15.2071
2727,16.5102,0.36114,1851.14,14.6719
2728,16.4986,0.346594,1852.64,14.0793
2729,16.49,0.331162,1854.02,13.4517
2730,16.4844,0.315388,1855.27,12.8119
2731,16.4818,0.299785,1856.41,12.1811
2732,16.4818,0.284813,1857.43,11.5782
2733,16.4843,0.270871,1858.36,11.0196
2734,16.4889,0.25829,1859.2,10.5188
2735,16.4953,0.247336,1859.96,10.0866
2736,16.5032,0.238213,1860.67,9.73086
2737,16.5122,0.231065,1861.34,9.45723
2738,16.5221,0.225975,1861.97,9.26863
2739,16.5325,0.222973,1862.58,9.16563
2740,16.5432,0.22203,1863.18,9.14652
2741,16.5539,0.223067,1863.78,9.20747
2742,16.5643,0.225958,1864.39,9.34287
2743,16.5743,0.230539,1865.03,9.54558
2744,16.5835,0.236612,1865.7,9.80729
2745,16.5918,0.243955,1866.4,10.1188
2746,16.599,0.252324,1867.16,10.47
2747,16.6049,0.261459,1867.96,10.8504
2748,16.6093,0.271087,1868.83,11.2488
2749,16.6121,0.280926,1869.77,11.654
2750,16.6133,0.29069,1870.77,12.0545
2751,16.6129,0.300099,1871.84,12.4392
2752,16.6108,0.30889,1872.97,12.7975
2753,16.6072,0.316829,1874.17,13.1206
2754,16.6022,0.323727,1875.42,13.4011
2755,16.5959,0.329458,1876.73,13.6346
2756,16.5887,0.333964,1878.07,13.8192
2757,16.5806,0.337269,1879.45,13.9566
2758,16.572,0.339476,1880.85,14.0516
2759,16.563,0.340758,1882.27,14.1118
2760,16.5538,0.341345,1883.69,14.1467
2761,16.5444,0.341497,1885.12,14.1672
2762,16.5351,0.341477,1886.55,14.1838
2763,16.5257,0.341521,1887.98,14.2056
2764,16.5163,0.341804,1889.41,14.2389
2765,16.5067,0.342423,1890.86,14.2868
2766,16.497,0.343377,1892.31,14.348
2767,16.487,0.34457,1893.77,14.4176
2768,16.4767,0.34582,1895.24,14.4869
2769,16.4661,0.34688,1896.73,14.5452
2770,16.4554,0.347468,1898.22,14.5802
2771,16.4445,0.3473,1899.72,14.5801
2772,16.4338,0.346122,1901.21,14.5344
2773,16.4234,0.343738,1902.69,14.4354
2774,16.4136,0.340035,1904.14,14.279
2775,16.4046,0.334988,1905.55,14.065
2776,16.3968,0.32867,1906.92,13.7971
2777,16.3902,0.321244,1908.23,13.4831
2778,16.3851,0.312951,1909.48,13.1338
2779,16.3817,0.304096,1910.66,12.763
2780,16.3798,0.295032,1911.77,12.386
2781,16.3794,0.286143,1912.82,12.0197
2782,16.3805,0.277828,1913.81,11.6814
2783,16.3829,0.27049,1914.74,11.3884
2784,16.3864,0.264518,1915.63,11.1572
2785,16.3907,0.260274,1916.49,11.0029
2786,16.3955,0.258069,1917.33,10.9383
2787,16.4004,0.258145,1918.16,10.9728
2788,16.4051,0.260654,1919.01,11.1116
2789,16.4093,0.265635,1919.88,11.3553
2790,16.4125,0.273006,1920.8,11.6992
2791,16.4143,0.282562,1921.78,12.1334
2792,16.4143,0.293974,1922.83,12.6432
2793,16.4122,0.306801,1923.98,13.2091
2794,16.4077,0.320498,1925.23,13.8077
2795,16.4005,0.334436,1926.6,14.412
2796,16.3906,0.347924,1928.08,14.9926
2797,16.378,0.360242,1929.68,15.519
