extension (nm),average force (pN),sd force (pN),average bp unzipped, sd bp unzipped
1563,16.1183,0.374446,648.205,9.26004
1564,16.1227,0.359006,649.134,8.8681
1565,16.1303,0.342389,649.981,8.44808
1566,16.1411,0.325124,650.748,8.01312
1567,16.1551,0.307682,651.436,7.57495
1568,16.1721,0.290466,652.049,7.14355
1569,16.1918,0.273806,652.595,6.72705
1570,16.2141,0.257962,653.079,6.33185
1571,16.2386,0.243135,653.508,5.96281
1572,16.2651,0.229473,653.889,5.62363
1573,16.2933,0.217094,654.229,5.31709
1574,16.3229,0.206087,654.534,5.0454
1575,16.3538,0.196531,654.81,4.81045
1576,16.3857,0.188498,655.063,4.61394
1577,16.4184,0.18206,655.297,4.45757
1578,16.4518,0.17729,655.517,4.34301
1579,16.4856,0.17426,655.727,4.27189
1580,16.5196,0.17304,655.933,4.24566
1581,16.5537,0.173687,656.138,4.26551
1582,16.5877,0.176244,656.347,4.33215
1583,16.6214,0.180732,656.565,4.44579
1584,16.6546,0.187148,656.797,4.60603
1585,16.6871,0.195462,657.048,4.81184
1586,16.7186,0.205616,657.324,5.06158
1587,16.7489,0.217523,657.63,5.35291
1588,16.7777,0.231065,657.975,5.68272
1589,16.8047,0.24608,658.365,6.04698
1590,16.8296,0.262363,658.807,6.44054
1591,16.852,0.279648,659.309,6.85689
1592,16.8717,0.297607,659.878,7.28799
1593,16.8884,0.31584,660.52,7.72418
1594,16.902,0.333882,661.239,8.15423
1595,16.9122,0.351213,662.037,8.56574
1596,16.9192,0.367286,662.913,8.94575
1597,16.9231,0.381568,663.864,9.28178
1598,16.9241,0.393591,664.882,9.56312
1599,16.9228,0.403019,665.955,9.7823
1600,16.9197,0.409698,667.071,9.93653
1601,16.9153,0.413717,668.215,10.0289
1602,16.9102,0.415427,669.375,10.069
1603,16.9049,0.415451,670.539,10.0729
1604,16.8997,0.414651,671.701,10.0624
1605,16.8946,0.414069,672.86,10.0635
1606,16.8895,0.41483,674.022,10.1037
1607,16.8839,0.418017,675.198,10.209
1608,16.8771,0.424517,676.405,10.3999
1609,16.8683,0.434861,677.665,10.6878
1610,16.8564,0.449088,679.004,11.0716
1611,16.8404,0.466665,680.446,11.5362
1612,16.8194,0.486473,682.013,12.0525
1613,16.7928,0.506894,683.721,12.5797
1614,16.7604,0.52597,685.572,13.0691
1615,16.7228,0.541657,687.552,13.4705
1616,16.6811,0.552128,689.634,13.7395
1617,16.637,0.556094,691.773,13.8453
1618,16.5926,0.553044,693.917,13.7768
1619,16.5501,0.543344,696.012,13.5444
1620,16.5113,0.528152,698.015,13.1782
1621,16.4774,0.509183,699.893,12.7217
1622,16.4491,0.488399,701.633,12.224
1623,16.4265,0.467696,703.233,11.7321
1624,16.4089,0.448669,704.706,11.2849
1625,16.3957,0.432458,706.072,10.9095
1626,16.386,0.419685,707.354,10.6198
1627,16.3788,0.410478,708.575,10.4176
1628,16.3733,0.404547,709.756,10.2941
1629,16.3688,0.4013,710.914,10.2336
1630,16.3647,0.399973,712.061,10.2167
1631,16.3607,0.399739,713.207,10.2224
1632,16.3567,0.399807,714.353,10.2312
1633,16.3527,0.399476,715.5,10.226
1634,16.3488,0.398184,716.643,10.193
1635,16.3453,0.395521,717.774,10.1226
1636,16.3425,0.39124,718.886,10.0091
1637,16.3409,0.385244,719.968,9.85047
1638,16.3407,0.377569,721.012,9.64827
1639,16.3423,0.368361,722.009,9.40653
1640,16.3459,0.357844,722.953,9.1313
1641,16.3517,0.346291,723.84,8.82977
1642,16.3598,0.333995,724.667,8.5096
1643,16.3703,0.321248,725.433,8.1783
1644,16.3831,0.30832,726.14,7.84287
1645,16.3982,0.295453,726.79,7.50946
1646,16.4153,0.282848,727.385,7.18325
1647,16.4345,0.270671,727.93,6.86843
1648,16.4555,0.259053,728.428,6.56829
1649,16.4782,0.248088,728.884,6.28525
1650,16.5024,0.237849,729.303,6.02108
1651,16.5279,0.228382,729.688,5.77697
1652,16.5546,0.219722,730.043,5.55373
1653,16.5824,0.211889,730.373,5.35187
1654,16.6111,0.204897,730.679,5.17172
1655,16.6407,0.198757,730.967,5.01351
1656,16.6708,0.193478,731.238,4.87745
1657,16.7016,0.18907,731.496,4.76375
1658,16.7328,0.185546,731.743,4.67269
1659,16.7644,0.182921,731.982,4.6046
1660,16.7963,0.181213,732.215,4.55986
1661,16.8284,0.180443,732.445,4.53893
1662,16.8605,0.180632,732.675,4.54226
1663,16.8926,0.181803,732.905,4.57036
1664,16.9246,0.183977,733.14,4.62365
1665,16.9563,0.187176,733.382,4.70254
1666,16.9878,0.191414,733.634,4.80733
1667,17.0187,0.196705,733.898,4.93823
1668,17.0491,0.203054,734.178,5.09528
1669,17.0787,0.21046,734.478,5.27841
1670,17.1074,0.218917,734.801,5.48733
1671,17.1351,0.228407,735.151,5.7216
1672,17.1615,0.238905,735.533,5.98055
1673,17.1865,0.250372,735.952,6.26325
1674,17.2098,0.262762,736.412,6.56852
1675,17.2313,0.27601,736.919,6.89487
1676,17.2507,0.290038,737.478,7.24045
1677,17.2678,0.304749,738.094,7.60295
1678,17.2823,0.320024,738.774,7.97955
1679,17.2941,0.335717,739.523,8.36677
1680,17.3029,0.35165,740.345,8.76033
1681,17.3086,0.367604,741.245,9.15492
1682,17.311,0.383317,742.226,9.54405
1683,17.3101,0.39847,743.289,9.91982
1684,17.3058,0.412693,744.434,10.2729
1685,17.2984,0.425561,745.656,10.5926
1686,17.2881,0.43661,746.949,10.8671
1687,17.2754,0.445363,748.302,11.0843
1688,17.2607,0.451365,749.701,11.2326
1689,17.2449,0.454232,751.128,11.3022
1690,17.2287,0.453694,752.562,11.2863
1691,17.2131,0.449638,753.981,11.182
1692,17.1988,0.442141,755.363,10.9915
1693,17.1867,0.431467,756.689,10.7216
1694,17.1776,0.41807,757.942,10.3841
1695,17.1717,0.402572,759.11,9.99536
1696,17.1695,0.385761,760.188,9.57623
1697,17.1709,0.368629,761.174,9.15349
1698,17.1758,0.352485,762.075,8.76339
1699,17.1836,0.339216,762.905,8.45922
1700,17.1934,0.331735,763.688,8.32385
1701,17.2037,0.334592,764.466,8.48502
1702,17.2119,0.354368,765.306,9.12179
1703,17.2136,0.399149,766.328,10.4445
1704,17.2014,0.476702,767.735,12.647
1705,17.1625,0.591839,769.862,15.845
1706,17.0782,0.742549,773.223,19.9777
1707,16.9248,0.91312,778.447,24.6198
1708,16.6856,1.06674,785.978,28.7796
1709,16.3726,1.15094,795.484,31.0472
1710,16.0384,1.1282,805.537,30.423
1711,15.7498,1.00807,814.338,27.1778
1712,15.5448,0.837875,820.869,22.5971
1713,15.4219,0.665473,825.178,17.9733
1714,15.3599,0.518039,827.842,14.0367
1715,15.3368,0.403971,829.462,11.01
1716,15.3364,0.321644,830.471,8.84431
1717,15.3487,0.265659,831.138,7.38773
1718,15.3679,0.229785,831.62,6.4657
1719,15.3909,0.208193,832.002,5.91701
1720,15.4159,0.196071,832.331,5.61188
1721,15.442,0.18989,832.634,5.45759
1722,15.4685,0.187306,832.924,5.39404
1723,15.4953,0.186876,833.211,5.38465
1724,15.522,0.18774,833.498,5.40783
1725,15.5487,0.189394,833.789,5.45082
1726,15.5752,0.19153,834.086,5.50585
1727,15.6015,0.193956,834.39,5.56794
1728,15.6276,0.196541,834.701,5.63362
1729,15.6534,0.199185,835.02,5.70029
1730,15.679,0.201812,835.347,5.76582
1731,15.7043,0.204354,835.682,5.82841
1732,15.7293,0.206753,836.025,5.88645
1733,15.7542,0.208955,836.375,5.9385
1734,15.7788,0.210914,836.73,5.98329
1735,15.8033,0.212588,837.092,6.01976
1736,15.8276,0.213944,837.458,6.047
1737,15.8518,0.214955,837.827,6.06435
1738,15.8759,0.215601,838.198,6.07138
1739,15.9,0.215875,838.57,6.06792
1740,15.9242,0.215775,838.942,6.05406
1741,15.9484,0.215311,839.312,6.03019
1742,15.9728,0.214505,839.679,5.99695
1743,15.9973,0.213384,840.042,5.95526
1744,16.022,0.211989,840.4,5.9063
1745,16.0469,0.210366,840.752,5.85147
1746,16.0721,0.208572,841.098,5.79241
1747,16.0975,0.206669,841.437,5.7309
1748,16.1232,0.204726,841.77,5.6689
1749,16.1491,0.202816,842.096,5.60845
1750,16.1754,0.201015,842.415,5.55168
1751,16.2018,0.199401,842.728,5.50072
1752,16.2285,0.19805,843.037,5.45768
1753,16.2553,0.197038,843.342,5.42458
1754,16.2823,0.196437,843.643,5.40329
1755,16.3094,0.19631,843.943,5.3955
1756,16.3365,0.196712,844.244,5.40259
1757,16.3635,0.197689,844.546,5.42564
1758,16.3905,0.199269,844.852,5.46532
1759,16.4173,0.201469,845.164,5.52189
1760,16.4438,0.204285,845.483,5.59512
1761,16.47,0.207699,845.812,5.68431
1762,16.4959,0.211672,846.152,5.78824
1763,16.5212,0.216146,846.506,5.90523
1764,16.546,0.221047,846.876,6.0331
1765,16.5703,0.226282,847.262,6.16926
1766,16.5938,0.231744,847.666,6.31072
1767,16.6167,0.237311,848.09,6.45415
1768,16.6389,0.242853,848.533,6.59596
1769,16.6603,0.24823,848.996,6.73242
1770,16.6811,0.2533,849.479,6.85971
1771,16.7012,0.25792,849.979,6.97407
1772,16.7206,0.261956,850.495,7.07195
1773,16.7396,0.265282,851.025,7.15012
1774,16.7581,0.267792,851.566,7.20582
1775,16.7764,0.269398,852.115,7.23689
1776,16.7945,0.27004,852.667,7.24186
1777,16.8126,0.269683,853.218,7.22001
1778,16.8308,0.268325,853.765,7.17145
1779,16.8494,0.265992,854.304,7.09703
1780,16.8684,0.262735,854.83,6.99834
1781,16.888,0.258634,855.341,6.87761
1782,16.9083,0.253786,855.833,6.73759
1783,16.9293,0.248304,856.305,6.58138
1784,16.9512,0.242311,856.754,6.41238
1785,16.974,0.235936,857.181,6.23404
1786,16.9976,0.229308,857.584,6.04985
1787,17.0222,0.222554,857.963,5.86317
1788,17.0476,0.215794,858.319,5.67719
1789,17.0739,0.209141,858.654,5.4949
1790,17.1011,0.202699,858.967,5.31904
1791,17.1289,0.196566,859.262,5.15213
1792,17.1575,0.190832,859.538,4.99654
1793,17.1867,0.185585,859.799,4.85456
1794,17.2165,0.180913,860.046,4.72855
1795,17.2468,0.176916,860.281,4.62121
1796,17.2774,0.173715,860.507,4.53589
1797,17.3084,0.171475,860.726,4.47717
1798,17.3396,0.170427,860.94,4.45169
1799,17.3709,0.17092,861.154,4.46937
1800,17.4021,0.173476,861.372,4.54518
1801,17.4329,0.178882,861.601,4.70152
1802,17.4631,0.188294,861.85,4.9711
1803,17.4919,0.203355,862.134,5.39983
1804,17.5187,0.226287,862.479,6.0492
1805,17.5418,0.259942,862.923,6.99729
1806,17.5589,0.307764,863.534,8.33791
1807,17.5661,0.373607,864.42,10.176
1808,17.5567,0.461178,865.758,12.6126
1809,17.521,0.572627,867.822,15.7067
1810,17.4449,0.705567,870.994,19.3926
1811,17.3127,0.848341,875.711,23.3499
1812,17.114,0.975975,882.25,26.8919
1813,16.8571,1.05394,890.388,29.069
1814,16.5754,1.05535,899.199,29.1426
1815,16.3154,0.980663,907.407,27.126
1816,16.1108,0.857479,914.083,23.7782
1817,15.9699,0.7206,918.997,20.0551
1818,15.8832,0.594771,922.413,16.6342
1819,15.8356,0.490959,924.748,13.813
1820,15.8137,0.410504,926.368,11.6245
1821,15.8083,0.35009,927.529,9.97549
1822,15.8135,0.305051,928.396,8.7377
1823,15.8255,0.271048,929.072,7.79396
1824,15.8421,0.244686,929.615,7.05387
1825,15.8621,0.223567,930.065,6.4542
1826,15.8846,0.206094,930.444,5.95322
1827,15.9089,0.191242,930.768,5.52411
1828,15.9349,0.178357,931.049,5.14975
1829,15.9621,0.167016,931.294,4.81893
1830,15.9904,0.156936,931.51,4.5241
1831,16.0196,0.147919,931.7,4.25986
1832,16.0496,0.13982,931.87,4.02217
1833,16.0802,0.132524,932.022,3.80785
1834,16.1114,0.125942,932.158,3.61429
1835,16.1431,0.119998,932.282,3.43933
1836,16.1753,0.114627,932.394,3.28111
1837,16.2079,0.109775,932.497,3.13805
1838,16.2408,0.105394,932.591,3.00878
1839,16.274,0.101447,932.677,2.89214
1840,16.3075,0.0978969,932.758,2.78713
1841,16.3412,0.0947166,932.833,2.6929
1842,16.3752,0.0918818,932.903,2.60875
1843,16.4093,0.0893727,932.97,2.53407
1844,16.4436,0.0871735,933.032,2.46841
1845,16.4781,0.085272,933.092,2.41138
1846,16.5128,0.0836589,933.15,2.3627
1847,16.5475,0.0823283,933.205,2.32216
1848,16.5824,0.0812767,933.258,2.28965
1849,16.6174,0.0805034,933.311,2.2651
1850,16.6525,0.0800097,933.362,2.24853
1851,16.6877,0.0797991,933.413,2.24
1852,16.7229,0.0798769,933.464,2.23962
1853,16.7581,0.0802502,933.515,2.24755
1854,16.7935,0.0809273,933.567,2.26398
1855,16.8288,0.0819178,933.619,2.28913
1856,16.8641,0.0832321,933.673,2.32325
1857,16.8994,0.0848813,933.729,2.3666
1858,16.9347,0.0868771,933.788,2.41944
1859,16.97,0.0892312,933.849,2.48204
1860,17.0052,0.0919554,933.914,2.55469
1861,17.0402,0.0950613,933.982,2.63763
1862,17.0752,0.0985596,934.056,2.7311
1863,17.11,0.102461,934.135,2.83532
1864,17.1446,0.106773,934.221,2.95048
1865,17.1791,0.111505,934.315,3.07672
1866,17.2132,0.116661,934.416,3.2141
1867,17.2471,0.122243,934.528,3.36266
1868,17.2806,0.128253,934.65,3.52229
1869,17.3137,0.134684,934.784,3.69283
1870,17.3463,0.141527,934.932,3.87395
1871,17.3785,0.148769,935.095,4.0652
1872,17.41,0.156386,935.275,4.26596
1873,17.441,0.164352,935.474,4.47542
1874,17.4712,0.172632,935.693,4.69261
1875,17.5006,0.181182,935.933,4.91638
1876,17.5292,0.189957,936.197,5.14549
1877,17.5569,0.198905,936.487,5.37867
1878,17.5836,0.207983,936.803,5.61482
1879,17.6093,0.217156,937.148,5.85326
1880,17.6338,0.226419,937.523,6.09423
1881,17.6572,0.235821,937.929,6.33952
1882,17.6794,0.245494,938.369,6.59359
1883,17.7002,0.255714,938.845,6.86504
1884,17.7196,0.266968,939.363,7.16874
1885,17.7371,0.280054,939.93,7.52852
1886,17.7523,0.296191,940.56,7.98018
1887,17.7644,0.31711,941.276,8.57378
1888,17.7721,0.345073,942.113,9.37343
1889,17.7734,0.382705,943.129,10.452
1890,17.7651,0.432558,944.412,11.8785
1891,17.7428,0.49631,946.089,13.6961
1892,17.7002,0.573582,948.329,15.89
1893,17.6305,0.660404,951.325,18.3458
1894,17.5276,0.747781,955.247,20.8102
1895,17.3896,0.82162,960.141,22.8893
1896,17.2235,0.865789,965.815,24.1345
1897,17.0452,0.868569,971.819,24.2223
1898,16.8758,0.828831,977.568,23.1257
1899,16.7326,0.756695,982.579,21.1312
1900,16.624,0.668093,986.619,18.6864
1901,16.5495,0.578075,989.708,16.2129
1902,16.5032,0.497144,992.011,14.0045
1903,16.4778,0.430966,993.733,12.2196
1904,16.4667,0.381648,995.062,10.9162
1905,16.4644,0.349127,996.148,10.091
1906,16.4671,0.33218,997.102,9.70825
1907,16.4715,0.329115,998.013,9.72022
1908,16.4754,0.338279,998.952,10.0823
1909,16.4763,0.358351,999.985,10.7609
1910,16.472,0.388373,1001.18,11.7324
1911,16.4599,0.427499,1002.62,12.9751
1912,16.437,0.474541,1004.39,14.4548
1913,16.4004,0.527398,1006.58,16.108
1914,16.3471,0.582521,1009.29,17.8258
1915,16.2756,0.634636,1012.55,19.4457
1916,16.1865,0.677109,1016.34,20.7639
1917,16.0838,0.703196,1020.55,21.5738
1918,15.9744,0.707985,1024.96,21.7255
1919,15.8675,0.69015,1029.28,21.1802
1920,15.7713,0.652439,1033.27,20.0242
1921,15.6919,0.600576,1036.74,18.4348
1922,15.6315,0.541296,1039.61,16.6199
1923,15.5897,0.480608,1041.92,14.7641
1924,15.5643,0.422887,1043.71,13.0016
1925,15.5522,0.37076,1045.1,11.4126
1926,15.5505,0.325429,1046.17,10.0332
1927,15.5566,0.287113,1047,8.8693
1928,15.5686,0.255432,1047.65,7.90857
1929,15.5848,0.229691,1048.17,7.12889
1930,15.6041,0.209063,1048.6,6.50425
1931,15.6256,0.192699,1048.96,6.00826
1932,15.6488,0.179799,1049.27,5.6162
1933,15.6732,0.169651,1049.55,5.30622
1934,15.6986,0.161644,1049.79,5.05978
1935,15.7246,0.155275,1050.02,4.86173
1936,15.7512,0.15014,1050.23,4.70003
1937,15.7783,0.145924,1050.42,4.56531
1938,15.8057,0.142384,1050.61,4.45044
1939,15.8335,0.139339,1050.79,4.35005
1940,15.8615,0.13665,1050.96,4.26015
1941,15.8898,0.134219,1051.12,4.17782
1942,15.9183,0.13197,1051.28,4.10092
1943,15.947,0.12985,1051.44,4.02792
1944,15.976,0.127822,1051.58,3.95774
1945,16.0051,0.125859,1051.73,3.88961
1946,16.0344,0.123943,1051.86,3.82304
1947,16.0639,0.122061,1052,3.75769
1948,16.0936,0.120208,1052.13,3.69338
1949,16.1235,0.118379,1052.25,3.63003
1950,16.1536,0.116574,1052.37,3.56764
1951,16.1838,0.114794,1052.49,3.50626
1952,16.2142,0.113043,1052.61,3.44599
1953,16.2447,0.111324,1052.72,3.38696
1954,16.2755,0.109643,1052.82,3.32934
1955,16.3063,0.108005,1052.93,3.27332
1956,16.3374,0.106419,1053.02,3.2191
1957,16.3686,0.104892,1053.12,3.16692
1958,16.3999,0.103431,1053.22,3.11703
1959,16.4314,0.102046,1053.31,3.06968
1960,16.463,0.100747,1053.4,3.02517
1961,16.4947,0.0995446,1053.48,2.98381
1962,16.5266,0.0984497,1053.57,2.94593
1963,16.5585,0.097475,1053.65,2.91189
1964,16.5906,0.0966337,1053.73,2.88207
1965,16.6228,0.0959401,1053.81,2.85687
1966,16.655,0.0954096,1053.89,2.83676
1967,16.6874,0.0950587,1053.96,2.82218
1968,16.7198,0.0949048,1054.04,2.81363
1969,16.7523,0.0949665,1054.12,2.81164
1970,16.7848,0.0952631,1054.19,2.81674
1971,16.8173,0.0958148,1054.27,2.8295
1972,16.8499,0.0966423,1054.35,2.85047
1973,16.8824,0.0977665,1054.43,2.88023
1974,16.915,0.0992084,1054.51,2.91935
1975,16.9475,0.100989,1054.59,2.96837
1976,16.9799,0.103128,1054.68,3.02782
1977,17.0123,0.105645,1054.77,3.09821
1978,17.0446,0.108557,1054.87,3.17998
1979,17.0767,0.111882,1054.97,3.27354
1980,17.1086,0.115634,1055.08,3.37925
1981,17.1403,0.119824,1055.19,3.49739
1982,17.1718,0.124464,1055.32,3.62818
1983,17.203,0.12956,1055.45,3.77175
1984,17.2338,0.135117,1055.6,3.92816
1985,17.2643,0.141135,1055.75,4.09735
1986,17.2943,0.14761,1055.93,4.27918
1987,17.3237,0.154535,1056.12,4.47336
1988,17.3526,0.161897,1056.32,4.6795
1989,17.3809,0.16968,1056.55,4.89706
1990,17.4084,0.177861,1056.8,5.12537
1991,17.435,0.186412,1057.07,5.36365
1992,17.4608,0.1953,1057.37,5.61097
1993,17.4857,0.20449,1057.7,5.86633
1994,17.5095,0.213943,1058.05,6.12872
1995,17.5321,0.223621,1058.44,6.39714
1996,17.5535,0.233489,1058.87,6.67073
1997,17.5737,0.24352,1059.33,6.94889
1998,17.5924,0.253698,1059.84,7.23146
1999,17.6097,0.26403,1060.38,7.51882
2000,17.6255,0.274543,1060.97,7.81213
2001,17.6396,0.285298,1061.6,8.11348
2002,17.6519,0.29639,1062.29,8.42594
2003,17.6623,0.307951,1063.03,8.75362
2004,17.6707,0.320142,1063.83,9.1015
2005,17.6767,0.333145,1064.69,9.47505
2006,17.6802,0.347142,1065.63,9.87962
2007,17.6808,0.362284,1066.65,10.3195
2008,17.6781,0.378651,1067.76,10.797
2009,17.6717,0.396204,1068.98,11.3106
2010,17.6612,0.414745,1070.32,11.8542
2011,17.6462,0.433874,1071.79,12.416
2012,17.6264,0.452978,1073.39,12.978
2013,17.6016,0.471245,1075.14,13.5166
2014,17.5721,0.487719,1077.02,14.004
2015,17.5383,0.501408,1079.03,14.4118
2016,17.5009,0.511409,1081.13,14.7142
2017,17.4612,0.51706,1083.31,14.8924
2018,17.4204,0.518061,1085.51,14.9382
2019,17.3799,0.51454,1087.71,14.8557
2020,17.3409,0.507049,1089.87,14.6611
2021,17.3044,0.496485,1091.95,14.3806
2022,17.2711,0.483965,1093.94,14.0466
2023,17.2412,0.470677,1095.83,13.6933
2024,17.2149,0.457754,1097.62,13.3533
2025,17.1917,0.44617,1099.33,13.0545
2026,17.1711,0.436681,1100.96,12.8184
2027,17.1525,0.429795,1102.53,12.6592
2028,17.1352,0.425768,1104.07,12.5838
2029,17.1184,0.424626,1105.6,12.5924
2030,17.1015,0.426179,1107.14,12.679
2031,17.0838,0.430054,1108.7,12.832
2032,17.0649,0.43572,1110.31,13.0356
2033,17.0443,0.442526,1111.96,13.2701
2034,17.0219,0.449728,1113.67,13.5132
2035,16.9976,0.456546,1115.44,13.7417
2036,16.9715,0.462214,1117.27,13.9327
2037,16.9441,0.466044,1119.13,14.0657
2038,16.9159,0.467498,1121.02,14.1251
2039,16.8876,0.466234,1122.91,14.1008
2040,16.8599,0.462154,1124.79,13.9906
2041,16.8335,0.455401,1126.62,13.7992
2042,16.8092,0.446346,1128.39,13.5384
2043,16.7873,0.435536,1130.08,13.2253
2044,16.7683,0.423631,1131.69,12.8803
2045,16.7521,0.411342,1133.21,12.5253
2046,16.7387,0.399366,1134.65,12.1816
2047,16.728,0.388338,1136.01,11.8685
2048,16.7195,0.378793,1137.3,11.6022
2049,16.7129,0.371147,1138.54,11.3951
2050,16.7076,0.365688,1139.74,11.2557
2051,16.7032,0.362578,1140.91,11.1886
2052,16.6991,0.361864,1142.07,11.1953
2053,16.695,0.363503,1143.24,11.2742
2054,16.6902,0.367384,1144.43,11.4223
2055,16.6843,0.373356,1145.66,11.6352
2056,16.6769,0.381246,1146.94,11.9082
2057,16.6675,0.390878,1148.28,12.2365
2058,16.6557,0.402071,1149.7,12.6152
2059,16.6411,0.414623,1151.2,13.0385
2060,16.6234,0.42829,1152.81,13.4991
2061,16.602,0.442738,1154.54,13.9862
2062,16.5769,0.457501,1156.38,14.4849
2063,16.5478,0.471943,1158.36,14.9738
2064,16.5148,0.485247,1160.45,15.4262
2065,16.4782,0.496451,1162.66,15.8098
2066,16.4388,0.504523,1164.97,16.0908
2067,16.3975,0.508495,1167.33,16.2371
2068,16.3556,0.507609,1169.71,16.2241
2069,16.3146,0.501454,1172.07,16.0385
2070,16.276,0.490042,1174.34,15.6808
2071,16.2413,0.473814,1176.48,15.1657
2072,16.2115,0.453565,1178.47,14.5195
2073,16.1872,0.430316,1180.28,13.7756
2074,16.169,0.405178,1181.89,12.9705
2075,16.1567,0.379222,1183.31,12.1391
2076,16.15,0.353396,1184.55,11.3124
2077,16.1485,0.328471,1185.62,10.5153
2078,16.1516,0.305037,1186.55,9.76705
2079,16.1587,0.28351,1187.35,9.08101
2080,16.1691,0.264154,1188.04,8.46567
2081,16.1823,0.247117,1188.65,7.92561
2082,16.1978,0.23245,1189.18,7.4623
2083,16.2151,0.220135,1189.65,7.07488
2084,16.2338,0.210101,1190.08,6.76078
2085,16.2537,0.202237,1190.47,6.51614
2086,16.2744,0.196404,1190.84,6.33625
2087,16.2957,0.192448,1191.2,6.2158
2088,16.3174,0.190199,1191.54,6.14921
2089,16.3393,0.189487,1191.87,6.13085
2090,16.3612,0.190144,1192.21,6.15518
2091,16.383,0.192004,1192.55,6.21685
2092,16.4045,0.194912,1192.9,6.31083
2093,16.4258,0.198718,1193.26,6.43234
2094,16.4465,0.203281,1193.64,6.57682
2095,16.4667,0.208463,1194.03,6.73989
2096,16.4863,0.21413,1194.45,6.9173
2097,16.5052,0.22015,1194.89,7.10478
2098,16.5234,0.226389,1195.35,7.29811
2099,16.5407,0.232712,1195.84,7.49301
2100,16.5573,0.238982,1196.36,7.68518
2101,16.573,0.245064,1196.91,7.87035
2102,16.5878,0.250824,1197.48,8.04435
2103,16.6019,0.256135,1198.07,8.20326
2104,16.6153,0.26088,1198.69,8.3435
2105,16.628,0.264958,1199.33,8.46205
2106,16.6402,0.26829,1199.98,8.55662
2107,16.6519,0.270825,1200.65,8.62579
2108,16.6633,0.272542,1201.33,8.66925
2109,16.6745,0.273461,1202.01,8.68789
2110,16.6856,0.273641,1202.7,8.68393
2111,16.6968,0.273186,1203.38,8.66098
2112,16.7081,0.272242,1204.06,8.62408
2113,16.7196,0.271003,1204.73,8.57972
2114,16.7313,0.269704,1205.4,8.53571
2115,16.7431,0.268621,1206.06,8.50109
2116,16.7552,0.268063,1206.72,8.48593
2117,16.7672,0.268363,1207.38,8.50092
2118,16.7792,0.269864,1208.04,8.55693
2119,16.7908,0.272898,1208.71,8.66427
2120,16.8018,0.277757,1209.4,8.83181
2121,16.8118,0.284668,1210.13,9.06606
2122,16.8206,0.293752,1210.9,9.37008
2123,16.8276,0.305,1211.72,9.7426
2124,16.8324,0.318242,1212.62,10.1773
2125,16.8347,0.333135,1213.59,10.6623
2126,16.8339,0.349148,1214.67,11.18
2127,16.8298,0.365579,1215.85,11.7075
2128,16.8223,0.381571,1217.14,12.2171
2129,16.8114,0.396165,1218.54,12.6782
2130,16.7973,0.408372,1220.04,13.0594
2131,16.7807,0.417263,1221.61,13.3316
2132,16.7623,0.422077,1223.24,13.4712
2133,16.7434,0.422311,1224.88,13.4629
2134,16.7248,0.41779,1226.51,13.3023
2135,16.7079,0.408682,1228.08,12.9955
2136,16.6936,0.395466,1229.56,12.5587
2137,16.6826,0.378856,1230.94,12.0154
2138,16.6755,0.359704,1232.18,11.3933
2139,16.6726,0.338898,1233.3,10.7209
2140,16.6738,0.317285,1234.28,10.0254
2141,16.679,0.295608,1235.14,9.33038
2142,16.6878,0.274478,1235.88,8.65516
2143,16.7,0.25437,1236.51,8.01458
2144,16.715,0.235625,1237.06,7.41922
2145,16.7324,0.218471,1237.52,6.87598
2146,16.752,0.20304,1237.93,6.38872
2147,16.7733,0.189387,1238.28,5.95883
2148,16.796,0.177508,1238.58,5.58579
2149,16.8199,0.167351,1238.85,5.2676
2150,16.8447,0.158828,1239.09,5.00116
2151,16.8703,0.151824,1239.31,4.78251
2152,16.8965,0.146207,1239.51,4.60717
2153,16.9231,0.141831,1239.7,4.47033
2154,16.9501,0.138546,1239.88,4.36707
2155,16.9774,0.136201,1240.05,4.29259
2156,17.0048,0.134653,1240.22,4.2423
2157,17.0324,0.13377,1240.38,4.212
2158,17.0601,0.133428,1240.54,4.1979
2159,17.0878,0.13352,1240.7,4.19662
2160,17.1156,0.133951,1240.86,4.20526
2161,17.1434,0.134638,1241.03,4.22129
2162,17.1711,0.135511,1241.19,4.24257
2163,17.1988,0.13651,1241.36,4.26729
2164,17.2265,0.137583,1241.53,4.29388
2165,17.2541,0.138687,1241.7,4.32107
2166,17.2817,0.139785,1241.87,4.34775
2167,17.3093,0.140846,1242.05,4.373
2168,17.3368,0.141843,1242.23,4.39607
2169,17.3643,0.142756,1242.41,4.41632
2170,17.3917,0.143566,1242.59,4.43323
2171,17.4192,0.144259,1242.77,4.4464
2172,17.4466,0.144823,1242.96,4.45553
2173,17.474,0.14525,1243.15,4.4604
2174,17.5014,0.145534,1243.33,4.46087
2175,17.5289,0.145674,1243.52,4.45691
2176,17.5564,0.145668,1243.71,4.44855
2177,17.5839,0.14552,1243.89,4.43592
2178,17.6116,0.145235,1244.08,4.41922
2179,17.6392,0.144821,1244.26,4.39876
2180,17.667,0.144292,1244.44,4.37495
2181,17.6949,0.143664,1244.62,4.34835
2182,17.7228,0.142958,1244.8,4.31968
2183,17.7509,0.142205,1244.98,4.28997
2184,17.779,0.141447,1245.15,4.26061
2185,17.8073,0.140747,1245.32,4.23369
2186,17.8357,0.140198,1245.49,4.21235
