total extension (nm),DNA extension (nm),average force (pN),sd force (pN),average bp unzipped,sd bp unzipped
2748,2598.32,11.085,0.435673,2196.39,44.9592
2749,2599.89,11.0428,0.522428,2202.14,54.12
2750,2601.78,10.9769,0.62114,2210.36,64.5365
2751,2604.09,10.8799,0.726554,2221.81,75.668
2752,2606.9,10.7462,0.828652,2237.09,86.4775
2753,2610.21,10.5748,0.912883,2256.29,95.4541
2754,2613.93,10.3735,0.96342,2278.6,100.951
2755,2617.83,10.159,0.969293,2302.3,101.825
2756,2621.62,9.95248,0.929865,2325.18,98.0044
2757,2625.06,9.7716,0.855208,2345.39,90.5344
2758,2628.03,9.62557,0.761048,2361.96,81.0491
2759,2630.53,9.51485,0.662463,2374.85,71.1138
2760,2632.61,9.43449,0.570177,2384.55,61.8366
2761,2634.38,9.37769,0.489959,2391.78,53.8046
2762,2635.91,9.33801,0.423724,2397.21,47.1986
2763,2637.29,9.31033,0.370961,2401.36,41.9463
2764,2638.55,9.29089,0.329901,2404.63,37.849
2765,2639.74,9.27711,0.298305,2407.29,34.6677
2766,2640.87,9.26724,0.273961,2409.53,32.1756
2767,2641.96,9.26015,0.254943,2411.45,30.1821
2768,2643.03,9.2551,0.239717,2413.14,28.5403
2769,2644.08,9.25161,0.227139,2414.66,27.1436
2770,2645.11,9.24934,0.216395,2416.02,25.9179
2771,2646.13,9.24809,0.20693,2417.27,24.8135
2772,2647.13,9.2477,0.198373,2418.41,23.7978
2773,2648.13,9.24807,0.190486,2419.46,22.8499
2774,2649.11,9.2491,0.183114,2420.43,21.9568
2775,2650.09,9.25075,0.176161,2421.32,21.1103
2776,2651.06,9.25294,0.169568,2422.14,20.3053
2777,2652.03,9.25563,0.163295,2422.9,19.5386
2778,2652.98,9.25879,0.15732,2423.6,18.8081
2779,2653.93,9.26236,0.151627,2424.26,18.1124
2780,2654.88,9.26632,0.146203,2424.86,17.4504
2781,2655.82,9.27063,0.141042,2425.42,16.8212
2782,2656.76,9.27526,0.136133,2425.94,16.2238
2783,2657.69,9.28019,0.131471,2426.42,15.6572
2784,2658.62,9.28539,0.127047,2426.87,15.1205
2785,2659.55,9.29084,0.122853,2427.29,14.6125
2786,2660.47,9.29652,0.118881,2427.68,14.1322
2787,2661.39,9.3024,0.115122,2428.05,13.6784
2788,2662.31,9.30847,0.111567,2428.39,13.2499
2789,2663.23,9.31472,0.108206,2428.71,12.8455
2790,2664.14,9.32112,0.105031,2429.02,12.4639
2791,2665.05,9.32767,0.102032,2429.3,12.1041
2792,2665.96,9.33435,0.0991998,2429.57,11.7646
2793,2666.87,9.34115,0.0965247,2429.82,11.4445
2794,2667.78,9.34807,0.093998,2430.06,11.1425
2795,2668.68,9.35508,0.091611,2430.28,10.8575
2796,2669.59,9.36219,0.0893551,2430.5,10.5885
2797,2670.49,9.36939,0.0872223,2430.7,10.3344
2798,2671.39,9.37667,0.0852048,2430.89,10.0943
2799,2672.29,9.38402,0.0832952,2431.08,9.86722
2800,2673.19,9.39144,0.0814865,2431.26,9.65235
2801,2674.09,9.39892,0.079772,2431.42,9.44886
2802,2674.99,9.40646,0.0781456,2431.58,9.25597
2803,2675.89,9.41405,0.0766013,2431.74,9.07297
2804,2676.78,9.4217,0.0751338,2431.89,8.8992
2805,2677.68,9.42939,0.0737379,2432.03,8.73404
2806,2678.57,9.43713,0.072409,2432.17,8.5769
2807,2679.47,9.4449,0.0711425,2432.3,8.42727
2808,2680.36,9.45272,0.0699344,2432.43,8.28465
2809,2681.26,9.46056,0.0687809,2432.55,8.14858
2810,2682.15,9.46845,0.0676786,2432.67,8.01864
2811,2683.04,9.47636,0.0666242,2432.78,7.89445
2812,2683.94,9.48431,0.0656147,2432.89,7.77565
2813,2684.83,9.49228,0.0646475,2433,7.66192
2814,2685.72,9.50028,0.0637201,2433.1,7.55296
2815,2686.61,9.5083,0.06283,2433.21,7.44848
2816,2687.5,9.51634,0.0619752,2433.3,7.34824
2817,2688.37,9.52626,0.0609039,2433.43,7.22282
2818,2689.24,9.53621,0.059886,2433.55,7.1038
2819,2690.1,9.5462,0.0589178,2433.66,6.99075
2820,2690.97,9.55621,0.0579963,2433.77,6.88331
2821,2691.83,9.56626,0.0571184,2433.88,6.78111
2822,2692.7,9.57633,0.0562817,2433.99,6.68385
2823,2693.56,9.58642,0.0554838,2434.09,6.59125
2824,2694.42,9.59654,0.0547226,2434.19,6.50307
2825,2695.29,9.60669,0.0539962,2434.28,6.41906
2826,2696.15,9.61685,0.0533029,2434.38,6.33902
2827,2697.01,9.62703,0.0526412,2434.47,6.26277
2828,2697.87,9.63724,0.0520098,2434.55,6.19013
2829,2698.73,9.64745,0.0514072,2434.64,6.12094
2830,2699.6,9.65769,0.0508324,2434.72,6.05507
2831,2700.46,9.66794,0.0502842,2434.8,5.99237
2832,2701.32,9.67821,0.0497618,2434.88,5.93273
2833,2702.18,9.68849,0.0492643,2434.96,5.87604
2834,2703.04,9.69878,0.0487907,2435.04,5.82219
2835,2703.9,9.70908,0.0483404,2435.11,5.77109
2836,2704.76,9.7194,0.0479127,2435.19,5.72264
2837,2705.62,9.72972,0.0475069,2435.26,5.67677
2838,2706.48,9.74006,0.0471225,2435.33,5.63339
2839,2707.34,9.7504,0.0467588,2435.4,5.59244
2840,2708.2,9.76076,0.0464154,2435.47,5.55386
2841,2709.06,9.77112,0.0460919,2435.53,5.51757
2842,2709.92,9.78149,0.0457877,2435.6,5.48353
2843,2710.78,9.79187,0.0455024,2435.66,5.45167
2844,2711.64,9.80225,0.0452358,2435.73,5.42196
2845,2712.5,9.81264,0.0449875,2435.79,5.39435
2846,2713.36,9.82303,0.0447571,2435.85,5.36879
2847,2714.22,9.83343,0.0445444,2435.92,5.34524
2848,2715.08,9.84384,0.0443491,2435.98,5.32367
2849,2715.94,9.85425,0.044171,2436.04,5.30406
2850,2716.8,9.86466,0.0440098,2436.1,5.28636
2851,2717.66,9.87508,0.0438654,2436.16,5.27055
2852,2718.52,9.8855,0.0437377,2436.22,5.25661
2853,2719.38,9.89592,0.0436264,2436.27,5.24452
2854,2720.24,9.90634,0.0435315,2436.33,5.23426
2855,2721.1,9.91677,0.0434528,2436.39,5.22581
2856,2721.96,9.9272,0.0433902,2436.45,5.21916
2857,2722.82,9.93763,0.0433438,2436.5,5.21429
2858,2723.68,9.94806,0.0433134,2436.56,5.21121
2859,2724.53,9.95849,0.0432991,2436.62,5.2099
2860,2725.39,9.96892,0.0433008,2436.68,5.21035
2861,2726.25,9.97935,0.0433185,2436.73,5.21257
2862,2727.11,9.98978,0.0433523,2436.79,5.21655
2863,2727.97,10.0002,0.0434021,2436.84,5.22229
2864,2728.83,10.0106,0.0434682,2436.9,5.22981
2865,2729.69,10.0211,0.0435505,2436.96,5.23909
2866,2730.55,10.0315,0.0436491,2437.01,5.25016
2867,2731.41,10.0419,0.0437641,2437.07,5.26301
2868,2732.27,10.0523,0.0438958,2437.13,5.27766
2869,2733.13,10.0627,0.0440441,2437.19,5.29413
2870,2733.99,10.0732,0.0442094,2437.24,5.31241
2871,2734.85,10.0836,0.0443916,2437.3,5.33254
2872,2735.71,10.094,0.0445911,2437.36,5.35451
2873,2736.57,10.1044,0.0448079,2437.42,5.37836
2874,2737.42,10.1148,0.0450424,2437.48,5.4041
2875,2738.28,10.1252,0.0452948,2437.54,5.43176
2876,2739.14,10.1355,0.0455651,2437.6,5.46134
2877,2740,10.1459,0.0458538,2437.66,5.49288
2878,2740.86,10.1563,0.0461611,2437.72,5.52639
2879,2741.72,10.1667,0.0464871,2437.78,5.56191
2880,2742.58,10.177,0.0468323,2437.84,5.59946
2881,2743.44,10.1874,0.0471968,2437.91,5.63905
2882,2744.3,10.1977,0.047581,2437.97,5.68073
2883,2745.17,10.208,0.0479851,2438.04,5.72451
2884,2746.03,10.2184,0.0484095,2438.1,5.77043
2885,2746.89,10.2287,0.0488544,2438.17,5.81851
2886,2747.75,10.239,0.0493202,2438.24,5.86877
2887,2748.61,10.2493,0.0498072,2438.31,5.92126
2888,2749.47,10.2595,0.0503157,2438.38,5.97599
2889,2750.33,10.2698,0.0508459,2438.45,6.033
2890,2751.19,10.2801,0.0513983,2438.53,6.09231
2891,2752.05,10.2903,0.0519731,2438.6,6.15395
2892,2752.92,10.3005,0.0525707,2438.68,6.21795
2893,2753.78,10.3107,0.0531914,2438.75,6.28433
2894,2754.64,10.3209,0.0538355,2438.83,6.35312
2895,2755.5,10.3311,0.0545032,2438.92,6.42435
2896,2756.37,10.3413,0.0551949,2439,6.49803
2897,2757.23,10.3514,0.0559108,2439.08,6.5742
2898,2758.09,10.3615,0.0566513,2439.17,6.65287
2899,2758.96,10.3716,0.0574166,2439.26,6.73406
2900,2759.82,10.3817,0.058207,2439.35,6.81779
2901,2760.68,10.3918,0.0590226,2439.44,6.90407
2902,2761.55,10.4018,0.0598637,2439.54,6.99292
2903,2762.41,10.4118,0.0607305,2439.64,7.08435
2904,2763.28,10.4218,0.0616231,2439.74,7.17836
2905,2764.14,10.4318,0.0625417,2439.84,7.27497
2906,2765.01,10.4417,0.0634864,2439.95,7.37416
2907,2765.88,10.4516,0.0644574,2440.05,7.47595
2908,2766.74,10.4615,0.0654545,2440.17,7.58031
2909,2767.61,10.4713,0.066478,2440.28,7.68725
2910,2768.48,10.4812,0.0675277,2440.4,7.79675
2911,2769.35,10.4909,0.0686035,2440.52,7.90879
2912,2770.21,10.5007,0.0697054,2440.65,8.02333
2913,2771.08,10.5104,0.0708332,2440.77,8.14036
2914,2771.95,10.5201,0.0719867,2440.91,8.25984
2915,2772.82,10.5297,0.0731657,2441.04,8.38172
2916,2773.69,10.5393,0.0743697,2441.18,8.50595
2917,2774.56,10.5489,0.0755984,2441.33,8.63248
2918,2775.43,10.5584,0.0768513,2441.48,8.76124
2919,2776.31,10.5679,0.0781279,2441.63,8.89217
2920,2777.18,10.5773,0.0794276,2441.79,9.02518
2921,2778.05,10.5867,0.0807498,2441.95,9.16019
2922,2778.93,10.596,0.0820935,2442.12,9.29709
2923,2779.8,10.6053,0.0834581,2442.29,9.43579
2924,2780.68,10.6146,0.0848425,2442.47,9.57617
2925,2781.55,10.6238,0.0862456,2442.65,9.7181
2926,2782.43,10.6329,0.0876665,2442.84,9.86144
2927,2783.31,10.642,0.0891038,2443.03,10.0061
2928,2784.18,10.651,0.0905561,2443.23,10.1518
2929,2785.06,10.6599,0.0920221,2443.44,10.2985
2930,2785.94,10.6688,0.0935002,2443.65,10.446
2931,2786.82,10.6777,0.0949888,2443.86,10.594
2932,2787.71,10.6864,0.096486,2444.09,10.7424
2933,2788.59,10.6952,0.09799,2444.32,10.8911
2934,2789.47,10.7038,0.0994988,2444.55,11.0396
2935,2790.36,10.7124,0.10101,2444.8,11.1879
2936,2791.24,10.7209,0.102522,2445.04,11.3357
2937,2792.13,10.7294,0.104033,2445.3,11.4827
2938,2793.01,10.7377,0.105539,2445.56,11.6287
2939,2793.9,10.7461,0.107038,2445.83,11.7734
2940,2794.79,10.7543,0.108528,2446.1,11.9165
2941,2795.68,10.7625,0.110006,2446.39,12.0578
2942,2796.57,10.7706,0.11147,2446.67,12.1969
2943,2797.46,10.7786,0.112915,2446.97,12.3336
2944,2798.35,10.7866,0.114341,2447.27,12.4675
2945,2799.22,10.7962,0.116155,2447.67,12.6369
2946,2800.1,10.8057,0.117923,2448.08,12.8004
2947,2800.97,10.815,0.119638,2448.51,12.9574
2948,2801.84,10.8243,0.121294,2448.94,13.1073
2949,2802.72,10.8334,0.122885,2449.38,13.2494
2950,2803.6,10.8425,0.124403,2449.83,13.3831
2951,2804.48,10.8514,0.125843,2450.29,13.5077
2952,2805.36,10.8603,0.127199,2450.76,13.6226
2953,2806.24,10.869,0.128464,2451.24,13.7274
2954,2807.12,10.8777,0.129634,2451.72,13.8215
2955,2808.01,10.8863,0.130704,2452.21,13.9045
2956,2808.89,10.8948,0.131669,2452.7,13.9759
2957,2809.78,10.9033,0.132525,2453.2,14.0355
2958,2810.66,10.9117,0.133269,2453.7,14.083
2959,2811.55,10.92,0.133898,2454.21,14.1182
2960,2812.44,10.9284,0.134411,2454.72,14.1409
2961,2813.33,10.9366,0.134807,2455.23,14.1511
2962,2814.22,10.9449,0.135084,2455.74,14.149
2963,2815.1,10.9531,0.135244,2456.24,14.1346
2964,2815.99,10.9614,0.135287,2456.75,14.1081
2965,2816.88,10.9696,0.135217,2457.26,14.0699
2966,2817.77,10.9778,0.135036,2457.76,14.0204
2967,2818.66,10.9861,0.134749,2458.26,13.9602
2968,2819.55,10.9944,0.134362,2458.75,13.8899
2969,2820.44,11.0027,0.133881,2459.24,13.8103
2970,2821.32,11.011,0.133314,2459.72,13.7225
2971,2822.21,11.0194,0.132673,2460.2,13.6275
2972,2823.1,11.0279,0.13197,2460.66,13.5268
2973,2823.98,11.0363,0.131219,2461.13,13.422
2974,2824.87,11.0449,0.130439,2461.58,13.3152
2975,2825.75,11.0535,0.129655,2462.03,13.209
2976,2826.63,11.0621,0.128895,2462.47,13.1067
2977,2827.52,11.0708,0.128196,2462.9,13.0122
2978,2828.4,11.0796,0.127605,2463.33,12.9308
2979,2829.28,11.0883,0.127184,2463.75,12.8691
2980,2830.16,11.0971,0.12701,2464.17,12.8358
2981,2831.04,11.1059,0.127184,2464.59,12.8418
2982,2831.92,11.1147,0.127835,2465,12.901
2983,2832.81,11.1234,0.129126,2465.43,13.0313
2984,2833.69,11.132,0.131259,2465.86,13.2544
2985,2834.58,11.1404,0.134483,2466.31,13.5969
2986,2835.47,11.1485,0.139093,2466.79,14.09
2987,2836.36,11.1563,0.145432,2467.31,14.7694
2988,2837.26,11.1635,0.153881,2467.88,15.6744
2989,2838.18,11.17,0.164848,2468.53,16.8466
2990,2839.1,11.1754,0.178758,2469.29,18.3289
2991,2840.05,11.1795,0.196036,2470.19,20.1635
2992,2841.02,11.1816,0.217088,2471.28,22.3912
2993,2842.02,11.1813,0.242276,2472.64,25.0481
2994,2843.07,11.1776,0.271888,2474.34,28.1628
2995,2844.18,11.1696,0.306078,2476.48,31.7507
2996,2845.37,11.156,0.344787,2479.2,35.805
2997,2846.64,11.1354,0.387622,2482.65,40.2848
2998,2848.04,11.1063,0.433718,2486.97,45.101
2999,2849.57,11.0671,0.481592,2492.34,50.1001
3000,2851.25,11.0165,0.529036,2498.87,55.0546
3001,2853.09,10.954,0.57314,2506.64,59.6648
3002,2855.09,10.8801,0.610514,2515.59,63.5816
3003,2857.22,10.7964,0.637757,2525.53,66.4562
3004,2859.44,10.7062,0.652121,2536.13,68.0074
3005,2861.69,10.6137,0.652157,2546.96,68.0889
3006,2863.91,10.5235,0.638099,2557.55,66.7284
3007,2866.04,10.4395,0.611804,2567.48,64.1209
3008,2868.05,10.3648,0.576285,2576.45,60.5796
3009,2869.91,10.3008,0.53503,2584.3,56.4656
3010,2871.63,10.2478,0.491378,2591.01,52.123
3011,2873.2,10.2051,0.448103,2596.64,47.8355
3012,2874.66,10.1715,0.407238,2601.33,43.8083
3013,2876.01,10.1456,0.37008,2605.22,40.169
3014,2877.27,10.1259,0.337297,2608.47,36.979
3015,2878.47,10.1112,0.309076,2611.2,34.2488
3016,2879.62,10.1002,0.285256,2613.53,31.9542
3017,2880.73,10.0923,0.265453,2615.55,30.049
3018,2881.81,10.0866,0.249158,2617.33,28.4769
3019,2882.86,10.0827,0.235816,2618.92,27.1788
3020,2883.89,10.0801,0.22488,2620.36,26.0992
3021,2884.91,10.0786,0.215847,2621.69,25.1887
3022,2885.92,10.0779,0.208283,2622.93,24.4062
3023,2886.92,10.0779,0.201827,2624.08,23.718
3024,2887.91,10.0785,0.19619,2625.17,23.0984
3025,2888.9,10.0795,0.191148,2626.21,22.5275
3026,2889.88,10.081,0.186531,2627.19,21.9908
3027,2890.85,10.0829,0.182216,2628.12,21.4781
3028,2891.82,10.0851,0.178113,2629.01,20.982
3029,2892.79,10.0877,0.174161,2629.86,20.498
3030,2893.75,10.0906,0.170319,2630.67,20.0231
3031,2894.71,10.0938,0.16656,2631.44,19.5557
3032,2895.66,10.0973,0.162872,2632.18,19.0951
3033,2896.61,10.101,0.159247,2632.88,18.6415
3034,2897.56,10.105,0.155685,2633.54,18.1952
3035,2898.5,10.1093,0.152188,2634.18,17.757
3036,2899.44,10.1138,0.148763,2634.78,17.3278
3037,2900.37,10.1186,0.145416,2635.36,16.9087
3038,2901.31,10.1235,0.142155,2635.91,16.5007
3039,2902.24,10.1287,0.138989,2636.43,16.1047
3040,2903.16,10.134,0.135926,2636.93,15.7219
3041,2904.09,10.1396,0.132974,2637.4,15.3532
3042,2905.01,10.1453,0.130141,2637.86,14.9994
3043,2905.93,10.1512,0.127435,2638.29,14.6614
3044,2906.85,10.1573,0.124862,2638.7,14.3399
3045,2907.77,10.1634,0.122428,2639.1,14.0355
3046,2908.68,10.1697,0.12014,2639.48,13.7489
3047,2909.6,10.1762,0.118004,2639.84,13.4807
3048,2910.51,10.1827,0.116024,2640.19,13.2312
3049,2911.42,10.1894,0.114204,2640.53,13.001
3050,2912.33,10.1961,0.112549,2640.86,12.7904
3051,2913.23,10.2029,0.111063,2641.17,12.5998
3052,2914.14,10.2098,0.109749,2641.48,12.4294
3053,2915.05,10.2167,0.10861,2641.78,12.2795
3054,2915.95,10.2237,0.107649,2642.07,12.1502
3055,2916.86,10.2307,0.106867,2642.36,12.0417
3056,2917.76,10.2378,0.106266,2642.64,11.954
3057,2918.67,10.2449,0.105848,2642.92,11.8872
3058,2919.57,10.252,0.105613,2643.2,11.8413
3059,2920.48,10.2591,0.105561,2643.47,11.8162
3060,2921.38,10.2662,0.105694,2643.74,11.8119
3061,2922.28,10.2733,0.106009,2644.02,11.828
3062,2923.19,10.2804,0.106505,2644.29,11.8644
3063,2924.09,10.2874,0.107182,2644.57,11.9208
3064,2925,10.2944,0.108037,2644.85,11.9968
3065,2925.9,10.3014,0.109068,2645.14,12.0922
3066,2926.81,10.3083,0.110271,2645.43,12.2064
3067,2927.72,10.3152,0.111643,2645.72,12.3389
3068,2928.63,10.322,0.11318,2646.02,12.4893
3069,2929.54,10.3287,0.114877,2646.33,12.6569
3070,2930.45,10.3353,0.116729,2646.65,12.8411
3071,2931.36,10.3418,0.118731,2646.98,13.0412
3072,2932.27,10.3482,0.120877,2647.32,13.2565
3073,2933.17,10.3557,0.123837,2647.77,13.5544
3074,2934.07,10.363,0.127009,2648.24,13.8744
3075,2934.98,10.37,0.130375,2648.74,14.2142
3076,2935.89,10.3768,0.133917,2649.26,14.572
3077,2936.8,10.3834,0.137615,2649.81,14.9453
3078,2937.71,10.3896,0.141447,2650.38,15.3316
3079,2938.63,10.3956,0.145388,2650.99,15.7283
3080,2939.56,10.4012,0.149411,2651.63,16.1324
3081,2940.48,10.4066,0.15349,2652.3,16.5409
3082,2941.42,10.4115,0.157593,2653,16.9506
3083,2942.36,10.4162,0.161689,2653.74,17.358
3084,2943.3,10.4204,0.165743,2654.52,17.7595
3085,2944.24,10.4243,0.16972,2655.33,18.1514
3086,2945.2,10.4279,0.173585,2656.17,18.5299
3087,2946.15,10.4311,0.177299,2657.05,18.8913
3088,2947.11,10.4339,0.180826,2657.96,19.2316
3089,2948.08,10.4365,0.184129,2658.9,19.5472
3090,2949.05,10.4387,0.187172,2659.87,19.8345
3091,2950.02,10.4406,0.189922,2660.87,20.0902
3092,2951,10.4423,0.192347,2661.89,20.3113
3093,2951.98,10.4437,0.194421,2662.94,20.4951
3094,2952.97,10.445,0.196119,2664,20.6395
3095,2953.95,10.4461,0.197422,2665.07,20.7427
3096,2954.94,10.447,0.198316,2666.15,20.8038
3097,2955.93,10.4479,0.198794,2667.23,20.8223
3098,2956.91,10.4488,0.198853,2668.31,20.7983
3099,2957.9,10.4497,0.198498,2669.38,20.7327
3100,2958.89,10.4507,0.197738,2670.45,20.6271
3101,2959.88,10.4517,0.196589,2671.5,20.4834
3102,2960.86,10.4529,0.195074,2672.54,20.3047
3103,2961.84,10.4543,0.19322,2673.55,20.094
3104,2962.82,10.4558,0.191057,2674.54,19.8554
3105,2963.8,10.4576,0.188624,2675.51,19.5932
3106,2964.77,10.4596,0.185959,2676.44,19.3122
3107,2965.74,10.4619,0.183107,2677.35,19.0174
3108,2966.7,10.4645,0.180115,2678.22,18.7146
3109,2967.66,10.4673,0.17703,2679.07,18.4095
3110,2968.62,10.4705,0.173906,2679.88,18.1082
3111,2969.58,10.4739,0.170795,2680.67,17.8172
3112,2970.53,10.4775,0.167753,2681.43,17.543
3113,2971.47,10.4815,0.164838,2682.16,17.2926
3114,2972.42,10.4856,0.162109,2682.87,17.073
3115,2973.36,10.49,0.159627,2683.55,16.8913
3116,2974.3,10.4946,0.157456,2684.22,16.7549
3117,2975.23,10.4993,0.15566,2684.87,16.671
3118,2976.17,10.5042,0.154303,2685.52,16.6468
3119,2977.1,10.5091,0.15345,2686.16,16.6891
3120,2978.03,10.5141,0.153167,2686.79,16.8045
3121,2978.97,10.519,0.153516,2687.43,16.9989
3122,2979.9,10.524,0.154554,2688.09,17.2777
3123,2980.83,10.5288,0.156335,2688.76,17.6454
3124,2981.77,10.5334,0.158906,2689.45,18.1056
3125,2982.71,10.5378,0.162306,2690.17,18.6611
3126,2983.66,10.542,0.166564,2690.94,19.3136
3127,2984.61,10.5457,0.171701,2691.76,20.0641
3128,2985.56,10.5489,0.177728,2692.63,20.9125
3129,2986.53,10.5516,0.184643,2693.58,21.8579
3130,2987.5,10.5536,0.192438,2694.6,22.8984
3131,2988.48,10.5549,0.201089,2695.73,24.0311
3132,2989.48,10.5552,0.210565,2696.96,25.2518
3133,2990.49,10.5546,0.220818,2698.32,26.5551
3134,2991.51,10.5528,0.231788,2699.81,27.9339
3135,2992.55,10.5497,0.243399,2701.46,29.3793
3136,2993.61,10.5452,0.255557,2703.28,30.8803
3137,2994.69,10.5392,0.268146,2705.28,32.4237
3138,2995.8,10.5315,0.281033,2707.47,33.9937
3139,2996.92,10.5221,0.294059,2709.88,35.5718
3140,2998.08,10.5109,0.307046,2712.5,37.1371
3141,2999.25,10.4977,0.319795,2715.35,38.6664
3142,3000.46,10.4827,0.332092,2718.42,40.1346
3143,3001.69,10.4657,0.343712,2721.71,41.5156
3144,3002.94,10.4469,0.354428,2725.22,42.7829
3145,3004.22,10.4264,0.364021,2728.92,43.9113
3146,3005.52,10.4043,0.372289,2732.81,44.8775
3147,3006.83,10.3809,0.37906,2736.84,45.6619
3148,3008.16,10.3564,0.384198,2740.99,46.2495
3149,3009.5,10.3312,0.387617,2745.22,46.6311
3150,3010.85,10.3055,0.389282,2749.5,46.8035
3151,3012.2,10.2796,0.389209,2753.79,46.7696
3152,3013.55,10.2539,0.387467,2758.05,46.5385
3153,3014.89,10.2287,0.384166,2762.24,46.1243
3154,3016.22,10.2042,0.379453,2766.33,45.5449
3155,3017.54,10.1806,0.3735,2770.31,44.8214
3156,3018.84,10.1582,0.366492,2774.14,43.976
3157,3020.12,10.1371,0.358616,2777.81,43.0313
3158,3021.39,10.1173,0.350055,2781.31,42.0092
3159,3022.64,10.0989,0.34098,2784.63,40.9299
3160,3023.87,10.082,0.331546,2787.77,39.8116
3161,3025.07,10.0666,0.321886,2790.73,38.6704
3162,3026.26,10.0526,0.312117,2793.51,37.5197
3163,3027.43,10.0401,0.302335,2796.12,36.3711
3164,3028.58,10.0289,0.29262,2798.57,35.2339
3165,3029.72,10.019,0.283037,2800.85,34.1157
3166,3030.84,10.0103,0.273637,2802.99,33.0226
3167,3031.94,10.0027,0.264463,2804.99,31.9598
3168,3033.02,9.99631,0.255549,2806.85,30.9311
3169,3034.1,9.99091,0.246922,2808.59,29.9401
3170,3035.16,9.98645,0.238605,2810.21,28.9895
3171,3036.21,9.98288,0.230618,2811.73,28.0816
3172,3037.24,9.98013,0.222977,2813.15,27.2186
3173,3038.27,9.97813,0.215697,2814.47,26.4022
3174,3039.29,9.97682,0.20879,2815.72,25.634
3175,3040.3,9.97614,0.202268,2816.88,24.9152
3176,3041.3,9.97604,0.196142,2817.98,24.2472
3177,3042.29,9.97646,0.190419,2819.02,23.6309
3178,3043.28,9.97736,0.185108,2820,23.0672
3179,3044.26,9.97867,0.180216,2820.93,22.5567
3180,3045.24,9.98037,0.175749,2821.81,22.0998
3181,3046.21,9.9824,0.17171,2822.66,21.697
3182,3047.18,9.98472,0.168103,2823.47,21.3483
3183,3048.15,9.98729,0.16493,2824.25,21.0537
3184,3049.11,9.99008,0.162192,2825.01,20.8127
3185,3050.07,9.99305,0.159888,2825.75,20.6251
3186,3051.03,9.99617,0.158014,2826.47,20.49
3187,3051.98,9.9994,0.156568,2827.18,20.4067
3188,3052.94,10.0027,0.155544,2827.88,20.3742
3189,3053.89,10.0061,0.154935,2828.57,20.3913
3190,3054.85,10.0095,0.154732,2829.27,20.4566
3191,3055.8,10.0129,0.154925,2829.96,20.5688
3192,3056.75,10.0163,0.155504,2830.66,20.7262
3193,3057.71,10.0196,0.156456,2831.37,20.9271
3194,3058.67,10.0228,0.157767,2832.09,21.1699
3195,3059.62,10.026,0.159423,2832.83,21.4525
3196,3060.58,10.029,0.161408,2833.58,21.7731
3197,3061.54,10.0318,0.163706,2834.36,22.1296
3198,3062.51,10.0345,0.1663,2835.16,22.5199
3199,3063.47,10.037,0.169171,2835.98,22.9418
3200,3064.44,10.0393,0.172302,2836.84,23.393
3201,3065.42,10.0413,0.1766,2837.97,24.0013
3202,3066.39,10.043,0.181244,2839.15,24.6478
3203,3067.38,10.0441,0.186189,2840.4,25.3271
3204,3068.37,10.0447,0.191391,2841.72,26.0335
3205,3069.37,10.0448,0.196802,2843.11,26.7609
3206,3070.38,10.0443,0.202372,2844.58,27.5032
3207,3071.39,10.0432,0.208052,2846.13,28.2537
3208,3072.42,10.0414,0.213789,2847.75,29.0059
3209,3073.45,10.039,0.219527,2849.47,29.7527
3210,3074.49,10.0359,0.225215,2851.27,30.4873
3211,3075.54,10.0321,0.230796,2853.15,31.2026
3212,3076.6,10.0276,0.236218,2855.12,31.8919
3213,3077.67,10.0225,0.24143,2857.18,32.5487
3214,3078.75,10.0167,0.246384,2859.32,33.1669
3215,3079.84,10.0103,0.251033,2861.53,33.7408
3216,3080.93,10.0033,0.25534,2863.81,34.2657
3217,3082.03,9.9957,0.259268,2866.17,34.7372
3218,3083.14,9.98761,0.26279,2868.58,35.1522
3219,3084.26,9.97907,0.265884,2871.04,35.508
3220,3085.38,9.97012,0.268533,2873.55,35.8029
3221,3086.5,9.96083,0.270727,2876.1,36.0362
3222,3087.63,9.95126,0.272462,2878.67,36.2076
3223,3088.76,9.94147,0.273737,2881.26,36.3176
3224,3089.9,9.93154,0.274556,2883.87,36.367
3225,3091.03,9.92152,0.274927,2886.47,36.3572
3226,3092.17,9.91148,0.274856,2889.07,36.2897
3227,3093.3,9.90148,0.274355,2891.65,36.166
3228,3094.44,9.89158,0.273432,2894.21,35.9879
3229,3095.57,9.88184,0.272098,2896.74,35.757
3230,3096.7,9.87232,0.270362,2899.24,35.4749
3231,3097.82,9.86307,0.268236,2901.69,35.1432
3232,3098.94,9.85413,0.265729,2904.09,34.7636
3233,3100.06,9.84557,0.262851,2906.43,34.3378
3234,3101.17,9.83742,0.259617,2908.71,33.8676
3235,3102.27,9.82972,0.256038,2910.93,33.3552
3236,3103.37,9.8225,0.252131,2913.07,32.8028
3237,3104.46,9.81582,0.247914,2915.14,32.213
3238,3105.54,9.80968,0.243409,2917.13,31.5888
3239,3106.62,9.80411,0.238638,2919.05,30.9336
3240,3107.69,9.79914,0.233628,2920.87,30.2508
3241,3108.75,9.79477,0.228408,2922.62,29.5443
3242,3109.8,9.79101,0.223007,2924.28,28.8183
3243,3110.84,9.78787,0.217456,2925.86,28.0769
3244,3111.87,9.78534,0.21179,2927.35,27.3244
