total extension (nm),DNA extension (nm),average force (pN),sd force (pN),average bp unzipped,sd bp unzipped
1,-5.88292,0.509749,0.0155758,127.837,4.60859
2,-4.89182,0.510408,0.0156372,127.819,4.61678
3,-3.90071,0.511067,0.0156992,127.8,4.62513
4,-2.9096,0.511725,0.015762,127.781,4.63366
5,-1.91848,0.512382,0.0158255,127.763,4.64237
6,-0.927346,0.513039,0.0158899,127.744,4.65126
7,0.0637904,0.513696,0.0159551,127.725,4.66035
8,1.05493,0.514352,0.0160212,127.706,4.66965
9,2.04609,0.515007,0.0160883,127.686,4.67916
10,3.03724,0.515662,0.0161563,127.667,4.68891
11,4.02841,0.516316,0.0162255,127.648,4.69889
12,5.01959,0.516969,0.0162957,127.628,4.70914
13,6.01077,0.517623,0.0163672,127.609,4.71967
14,7.00196,0.518275,0.01644,127.589,4.73049
15,7.99316,0.518927,0.0165142,127.569,4.74163
16,8.98437,0.519578,0.0165899,127.549,4.7531
17,9.97558,0.520228,0.0166672,127.529,4.76493
18,10.9668,0.520878,0.0167462,127.509,4.77716
19,11.958,0.521527,0.0168271,127.489,4.7898
20,12.9493,0.522176,0.01691,127.468,4.80289
21,13.9405,0.522823,0.016995,127.448,4.81646
22,14.9318,0.52347,0.0170824,127.427,4.83056
23,15.9231,0.524117,0.0171723,127.406,4.84523
24,16.9144,0.524762,0.0172649,127.385,4.8605
25,17.9057,0.525407,0.0173605,127.364,4.87644
26,18.897,0.52605,0.0174593,127.343,4.8931
27,19.8883,0.526693,0.0175616,127.321,4.91054
28,20.8796,0.527335,0.0176677,127.299,4.92882
29,21.871,0.527976,0.0177779,127.278,4.94801
30,22.8623,0.528616,0.0178925,127.255,4.96821
31,23.8537,0.529255,0.0180119,127.233,4.98948
32,24.8451,0.529892,0.0181366,127.211,5.01192
33,25.8365,0.530529,0.018267,127.188,5.03564
34,26.8279,0.531164,0.0184036,127.165,5.06075
35,27.8194,0.531798,0.0185469,127.141,5.08736
36,28.8108,0.532431,0.0186975,127.118,5.11561
37,29.8023,0.533062,0.018856,127.094,5.14563
38,30.7938,0.533692,0.0190231,127.07,5.17758
39,31.7853,0.53432,0.0191996,127.045,5.21163
40,32.7769,0.534946,0.0193862,127.02,5.24795
41,33.7684,0.535571,0.0195838,126.995,5.28674
42,34.76,0.536193,0.0197932,126.969,5.32821
43,35.7516,0.536814,0.0200156,126.943,5.37257
44,36.7433,0.537432,0.0202518,126.916,5.42008
45,37.735,0.538047,0.0205032,126.889,5.47098
46,38.7267,0.53866,0.0207708,126.861,5.52557
47,39.7185,0.539271,0.021056,126.832,5.58413
48,40.7103,0.539878,0.0213602,126.803,5.64698
49,41.7021,0.540481,0.0216847,126.773,5.71446
50,42.694,0.541082,0.0220313,126.743,5.78693
51,43.686,0.541678,0.0224015,126.711,5.86477
52,44.678,0.54227,0.022797,126.678,5.94838
53,45.67,0.542857,0.0232197,126.645,6.0382
54,46.6622,0.54344,0.0236716,126.61,6.13466
55,47.6544,0.544017,0.0241546,126.574,6.23824
56,48.6467,0.544588,0.024671,126.537,6.34944
57,49.639,0.545153,0.0252228,126.498,6.46878
58,50.6315,0.545711,0.0258125,126.457,6.5968
59,51.6241,0.546261,0.0264425,126.415,6.73406
60,52.6168,0.546802,0.0271152,126.371,6.88116
61,53.6096,0.547335,0.0278334,126.325,7.03871
62,54.6025,0.547857,0.0285997,126.276,7.20733
63,55.5956,0.548369,0.0294169,126.225,7.38768
64,56.5889,0.548868,0.030288,126.171,7.58045
65,57.5823,0.549355,0.0312159,126.114,7.78632
66,58.5759,0.549826,0.0322038,126.054,8.00602
67,59.5698,0.550282,0.0332549,125.99,8.24027
68,60.5639,0.550721,0.0343725,125.922,8.48984
69,61.5582,0.55114,0.0355598,125.85,8.75551
70,62.5528,0.551539,0.0368206,125.772,9.03806
71,63.5477,0.551914,0.0381582,125.69,9.33831
72,64.543,0.552265,0.0395764,125.602,9.6571
73,65.5387,0.552587,0.041079,125.507,9.99526
74,66.5347,0.552879,0.0426699,125.405,10.3537
75,67.5312,0.553138,0.0443529,125.296,10.7332
76,68.5282,0.55336,0.0461321,125.178,11.1347
77,69.5258,0.553542,0.0480117,125.051,11.5592
78,70.5239,0.55368,0.0499957,124.914,12.0074
79,71.5227,0.553769,0.0520884,124.765,12.4805
80,72.5222,0.553805,0.054294,124.605,12.9791
81,73.5225,0.553782,0.0566169,124.431,13.5044
82,74.5237,0.553696,0.0590613,124.242,14.0572
83,75.5258,0.553539,0.0616314,124.037,14.6384
84,76.529,0.553306,0.0643314,123.815,15.2489
85,77.5332,0.552988,0.0671654,123.574,15.8895
86,78.5388,0.552578,0.0701372,123.311,16.561
87,79.5457,0.552068,0.0732506,123.026,17.2642
88,80.554,0.551448,0.0765089,122.716,17.9998
89,81.564,0.550708,0.0799153,122.378,18.7683
90,82.5758,0.549837,0.0834723,122.011,19.5703
91,83.5895,0.548824,0.0871821,121.611,20.4061
92,84.6052,0.547657,0.0910461,121.177,21.2759
93,85.6233,0.546321,0.0950649,120.704,22.1798
94,86.6438,0.544803,0.0992385,120.191,23.1175
95,87.6669,0.543089,0.103565,119.633,24.0888
96,88.6929,0.541161,0.108043,119.027,25.0928
97,89.7221,0.539005,0.112668,118.369,26.1285
98,90.7545,0.536602,0.117435,117.656,27.1947
99,91.7905,0.533936,0.122337,116.884,28.2895
100,92.8303,0.530987,0.127364,116.049,29.4107
101,93.8742,0.527739,0.132505,115.147,30.5558
102,94.9223,0.524171,0.137748,114.174,31.7214
103,95.9751,0.520267,0.143075,113.126,32.9038
104,97.0326,0.516009,0.148469,111.999,34.0988
105,98.0951,0.51138,0.153907,110.789,35.3013
106,99.1628,0.506364,0.159366,109.494,36.5057
107,100.236,0.500947,0.164819,108.111,37.706
108,101.315,0.495119,0.170236,106.637,38.8953
109,102.399,0.48887,0.175584,105.07,40.0662
110,103.489,0.482194,0.180828,103.411,41.2107
111,104.585,0.475089,0.185932,101.657,42.3205
112,105.687,0.467558,0.190855,99.8107,43.3869
113,106.794,0.459607,0.195557,97.8735,44.4008
114,107.907,0.451247,0.199998,95.8483,45.3532
115,109.025,0.442496,0.204137,93.7393,46.235
116,110.148,0.433376,0.207934,91.5518,47.0374
117,111.276,0.423915,0.21135,89.2924,47.752
118,112.408,0.414146,0.21435,86.9687,48.371
119,113.544,0.404106,0.216901,84.5897,48.8876
120,114.682,0.39384,0.218975,82.1651,49.2957
121,115.823,0.383392,0.220549,79.7055,49.5906
122,116.966,0.372813,0.221606,77.2221,49.7687
123,118.11,0.362154,0.222135,74.7267,49.828
124,119.254,0.351469,0.22213,72.2313,49.7677
125,120.398,0.340812,0.221594,69.7478,49.5887
126,121.541,0.330234,0.220535,67.2878,49.2932
127,122.682,0.319786,0.218967,64.8627,48.8851
128,123.821,0.309517,0.216911,62.4829,48.3691
129,124.98,0.297745,0.213925,59.7348,47.6266
130,126.134,0.286347,0.210339,57.0783,46.7533
131,127.282,0.27538,0.206211,54.5258,45.7625
132,128.423,0.264889,0.201603,52.0869,44.6686
133,129.558,0.254911,0.196582,49.7693,43.4867
134,130.685,0.245473,0.191214,47.5779,42.232
135,131.805,0.23659,0.185567,45.5159,40.9196
136,132.918,0.228268,0.179704,43.584,39.5639
137,134.023,0.220508,0.173687,41.7815,38.1787
138,135.12,0.2133,0.167574,40.1059,36.7767
139,136.21,0.206631,0.161417,38.5535,35.3694
140,137.293,0.200482,0.155263,37.1196,33.9673
141,138.369,0.19483,0.149154,35.7989,32.5794
142,139.439,0.18965,0.143127,34.5851,31.2136
143,140.503,0.184914,0.137213,33.472,29.8768
144,141.561,0.180596,0.131439,32.4529,28.5745
145,142.615,0.176666,0.125826,31.5214,27.3113
146,143.663,0.173096,0.120393,30.6707,26.0907
147,144.706,0.169859,0.115151,29.8947,24.9156
148,145.746,0.166928,0.110113,29.1871,23.788
149,146.782,0.164277,0.105285,28.5421,22.7092
150,147.814,0.161882,0.100672,27.9543,21.68
151,148.843,0.15972,0.0962762,27.4185,20.7007
152,149.87,0.15777,0.0920982,26.9298,19.7712
153,150.893,0.156012,0.0881368,26.4838,18.891
154,151.915,0.154429,0.0843896,26.0764,18.0594
155,152.934,0.153002,0.0808531,25.7038,17.2753
156,153.951,0.151717,0.0775226,25.3626,16.5376
157,154.967,0.15056,0.0743928,25.0496,15.8449
158,155.981,0.149518,0.071458,24.762,15.1958
159,156.994,0.148579,0.0687117,24.4972,14.5888
160,158.005,0.147732,0.0661473,24.2529,14.0222
161,159.016,0.146968,0.0637576,24.0268,13.4943
162,160.025,0.146279,0.0615356,23.8172,13.0035
163,161.033,0.145657,0.0594739,23.6222,12.5481
164,162.041,0.145093,0.057565,23.4404,12.1262
165,163.048,0.144584,0.0558016,23.2704,11.7363
166,164.054,0.144121,0.0541761,23.1108,11.3766
167,165.06,0.143701,0.0526813,22.9606,11.0454
168,166.065,0.143319,0.0513097,22.8189,10.741
169,167.07,0.142971,0.0500542,22.6845,10.4619
170,168.074,0.142653,0.0489078,22.5569,10.2064
171,169.078,0.142361,0.0478636,22.4352,9.97309
172,170.081,0.142093,0.046915,22.3188,9.76037
173,171.085,0.141847,0.0460555,22.2072,9.56685
174,172.088,0.141619,0.045279,22.0998,9.39116
175,173.091,0.141407,0.0445795,21.9961,9.232
176,174.093,0.141211,0.0439515,21.8958,9.08812
177,175.096,0.141027,0.0433895,21.7984,8.95836
178,176.098,0.140854,0.0428885,21.7037,8.8416
179,177.1,0.140692,0.0424438,21.6113,8.73681
180,178.102,0.140538,0.042051,21.5209,8.64302
181,179.104,0.140392,0.0417058,21.4324,8.55931
182,180.106,0.140253,0.0414044,21.3456,8.48486
183,181.108,0.140119,0.0411432,21.2601,8.41889
184,182.11,0.13999,0.0409188,21.1759,8.36067
185,183.111,0.139866,0.0407284,21.0928,8.30955
186,184.113,0.139745,0.0405689,21.0106,8.26493
187,185.115,0.139626,0.0404379,20.9293,8.22624
188,186.116,0.13951,0.040333,20.8486,8.19298
189,187.118,0.139396,0.0402521,20.7686,8.16469
190,188.119,0.139283,0.0401931,20.689,8.14095
191,189.121,0.139171,0.0401542,20.6099,8.12138
192,190.122,0.13906,0.040134,20.5312,8.10561
193,191.124,0.138949,0.0401308,20.4527,8.09335
194,192.125,0.138838,0.0401433,20.3744,8.0843
195,193.127,0.138726,0.0401703,20.2962,8.0782
196,194.128,0.138614,0.0402107,20.2181,8.07481
197,195.13,0.138501,0.0402635,20.1401,8.07391
198,196.131,0.138387,0.0403277,20.0621,8.07533
199,197.133,0.138271,0.0404025,19.984,8.07886
200,198.135,0.138154,0.0404873,19.9059,8.08437
201,199.136,0.138035,0.0405811,19.8276,8.09169
202,200.138,0.137914,0.0406836,19.7491,8.10069
203,201.139,0.137791,0.0407939,19.6705,8.11125
204,202.141,0.137666,0.0409118,19.5916,8.12327
205,203.143,0.137539,0.0410365,19.5125,8.13663
206,204.145,0.137409,0.0411678,19.4331,8.15124
207,205.146,0.137276,0.0413051,19.3535,8.16702
208,206.148,0.137141,0.0414482,19.2735,8.18389
209,207.15,0.137003,0.0415966,19.1931,8.20177
210,208.152,0.136862,0.0417501,19.1124,8.22058
211,209.154,0.136718,0.0419083,19.0314,8.24028
212,210.156,0.136571,0.0420709,18.9499,8.26079
213,211.158,0.13642,0.0422376,18.868,8.28206
214,212.16,0.136266,0.0424083,18.7857,8.30404
215,213.162,0.136109,0.0425827,18.703,8.32668
216,214.164,0.135948,0.0427604,18.6197,8.34992
217,215.167,0.135783,0.0429414,18.5361,8.37373
218,216.169,0.135615,0.0431254,18.4519,8.39806
219,217.171,0.135443,0.0433122,18.3672,8.42287
220,218.174,0.135268,0.0435016,18.2821,8.44811
221,219.176,0.135088,0.0436934,18.1964,8.47375
222,220.178,0.134905,0.0438874,18.1102,8.49976
223,221.181,0.134718,0.0440835,18.0235,8.52609
224,222.184,0.134526,0.0442815,17.9362,8.55272
225,223.186,0.134331,0.0444812,17.8484,8.5796
226,224.189,0.134131,0.0446824,17.76,8.60671
227,225.192,0.133927,0.044885,17.671,8.634
228,226.194,0.13372,0.0450888,17.5815,8.66146
229,227.197,0.133507,0.0452937,17.4915,8.68905
230,228.2,0.133291,0.0454995,17.4008,8.71673
231,229.203,0.13307,0.045706,17.3096,8.74449
232,230.206,0.132845,0.0459131,17.2178,8.77228
233,231.209,0.132616,0.0461207,17.1254,8.80008
234,232.213,0.132382,0.0463285,17.0324,8.82786
235,233.216,0.132144,0.0465365,16.9388,8.8556
236,234.219,0.131901,0.0467445,16.8447,8.88326
237,235.222,0.131654,0.0469524,16.7499,8.91082
238,236.226,0.131403,0.0471599,16.6546,8.93825
239,237.229,0.131147,0.047367,16.5587,8.96552
240,238.233,0.130886,0.0475736,16.4622,8.99261
241,239.236,0.130622,0.0477794,16.3651,9.01949
242,240.24,0.130352,0.0479843,16.2675,9.04614
243,241.244,0.130079,0.0481882,16.1692,9.07252
244,242.247,0.129801,0.048391,16.0704,9.09862
245,243.251,0.129518,0.0485925,15.9711,9.12442
246,244.255,0.129232,0.0487926,15.8712,9.14987
247,245.259,0.12894,0.0489911,15.7707,9.17497
248,246.263,0.128645,0.049188,15.6697,9.19969
249,247.267,0.128345,0.049383,15.5681,9.224
250,248.271,0.128041,0.0495761,15.466,9.24788
251,249.275,0.127732,0.049767,15.3634,9.27131
252,250.28,0.12742,0.0499558,15.2602,9.29427
253,251.284,0.127103,0.0501422,15.1566,9.31673
254,252.288,0.126782,0.0503262,15.0525,9.33867
255,253.293,0.126457,0.0505075,14.9479,9.36008
256,254.297,0.126128,0.0506862,14.8428,9.38093
257,255.3,0.125878,0.0509132,14.7141,9.40555
258,256.304,0.125622,0.0511359,14.5847,9.42928
259,257.307,0.12536,0.051354,14.4547,9.45208
260,258.311,0.125091,0.0515674,14.324,9.47392
261,259.315,0.124817,0.0517757,14.1928,9.49476
262,260.318,0.124538,0.0519788,14.061,9.51457
263,261.322,0.124252,0.0521766,13.9287,9.53332
264,262.326,0.123962,0.0523687,13.7959,9.55099
265,263.33,0.123666,0.0525551,13.6626,9.56754
266,264.334,0.123365,0.0527356,13.5288,9.58295
267,265.338,0.123058,0.0529099,13.3947,9.5972
268,266.343,0.122748,0.0530779,13.2601,9.61025
269,267.347,0.122432,0.0532394,13.1252,9.62208
270,268.351,0.122112,0.0533943,12.99,9.63268
271,269.356,0.121788,0.0535425,12.8545,9.64203
272,270.36,0.12146,0.0536838,12.7188,9.6501
273,271.364,0.121128,0.053818,12.5829,9.65688
274,272.369,0.120792,0.0539451,12.4468,9.66235
275,273.374,0.120452,0.0540649,12.3105,9.6665
276,274.378,0.12011,0.0541772,12.1742,9.66931
277,275.383,0.119764,0.0542821,12.0378,9.67077
278,276.388,0.119416,0.0543794,11.9013,9.67088
279,277.392,0.119065,0.0544689,11.7649,9.66962
280,278.397,0.118711,0.0545507,11.6285,9.66699
281,279.402,0.118355,0.0546247,11.4923,9.66297
282,280.407,0.117998,0.0546907,11.3561,9.65758
283,281.412,0.117638,0.0547487,11.2202,9.6508
284,282.416,0.117277,0.0547987,11.0844,9.64262
285,283.421,0.116915,0.0548407,10.9489,9.63306
286,284.426,0.116551,0.0548746,10.8137,9.62212
287,285.431,0.116187,0.0549003,10.6788,9.60979
288,286.436,0.115823,0.0549179,10.5443,9.59608
289,287.441,0.115457,0.0549273,10.4102,9.58099
290,288.446,0.115092,0.0549286,10.2765,9.56454
291,289.451,0.114727,0.0549217,10.1433,9.54673
292,290.456,0.114362,0.0549067,10.0106,9.52757
293,291.461,0.113997,0.0548836,9.87849,9.50707
294,292.466,0.113634,0.0548524,9.74694,9.48524
295,293.471,0.113271,0.0548132,9.61602,9.46211
296,294.475,0.11291,0.0547659,9.48575,9.43767
297,295.48,0.11255,0.0547108,9.35617,9.41195
298,296.485,0.112191,0.0546477,9.22732,9.38496
299,297.49,0.111834,0.0545768,9.09922,9.35672
300,298.495,0.11148,0.0544981,8.97191,9.32725
301,299.499,0.111128,0.0544118,8.84542,9.29658
302,300.504,0.110778,0.0543179,8.71977,9.26471
303,301.509,0.11043,0.0542165,8.59501,9.23167
304,302.514,0.110086,0.0541076,8.47114,9.19749
305,303.518,0.109745,0.0539915,8.34821,9.16218
306,304.523,0.109406,0.0538682,8.22624,9.12578
307,305.527,0.109072,0.0537378,8.10526,9.0883
308,306.532,0.10874,0.0536005,7.98528,9.04977
309,307.536,0.108413,0.0534563,7.86633,9.01022
310,308.541,0.108089,0.0533053,7.74843,8.96967
311,309.545,0.10777,0.0531478,7.63161,8.92815
312,310.549,0.107454,0.0529839,7.51588,8.88569
313,311.553,0.107143,0.0528136,7.40127,8.84231
314,312.557,0.106836,0.0526371,7.28778,8.79804
315,313.562,0.106534,0.0524546,7.17544,8.75292
316,314.566,0.106237,0.0522663,7.06427,8.70696
317,315.569,0.105945,0.0520721,6.95427,8.6602
318,316.573,0.105657,0.0518724,6.84547,8.61267
319,317.577,0.105375,0.0516673,6.73787,8.5644
320,318.581,0.105097,0.0514569,6.63148,8.51541
321,319.585,0.104826,0.0512414,6.52632,8.46574
322,320.588,0.104559,0.0510208,6.42239,8.41542
323,321.592,0.104298,0.0507955,6.31971,8.36446
324,322.595,0.104043,0.0505656,6.21827,8.31291
325,323.599,0.103793,0.0503311,6.1181,8.2608
326,324.602,0.103549,0.0500923,6.01919,8.20814
327,325.605,0.10331,0.0498494,5.92154,8.15497
328,326.608,0.103078,0.0496024,5.82516,8.10132
329,327.611,0.102851,0.0493516,5.73006,8.04722
330,328.614,0.10263,0.0490971,5.63624,7.9927
331,329.617,0.102415,0.0488391,5.54369,7.93777
332,330.62,0.102207,0.0485776,5.45241,7.88248
333,331.623,0.102004,0.048313,5.36241,7.82685
334,332.625,0.101807,0.0480453,5.27369,7.7709
335,333.628,0.101617,0.0477747,5.18624,7.71466
336,334.63,0.101432,0.0475013,5.10005,7.65815
337,335.633,0.101254,0.0472254,5.01513,7.60141
338,336.635,0.101082,0.0469469,4.93148,7.54446
339,337.637,0.100916,0.0466662,4.84907,7.48732
340,338.64,0.100756,0.0463833,4.76792,7.43001
341,339.642,0.100603,0.0460984,4.68801,7.37256
342,340.644,0.100455,0.0458116,4.60934,7.315
343,341.646,0.100314,0.045523,4.5319,7.25735
344,342.647,0.100179,0.0452329,4.45568,7.19962
345,343.649,0.100049,0.0449412,4.38067,7.14184
346,344.651,0.0999264,0.0446483,4.30687,7.08403
347,345.652,0.0998094,0.0443541,4.23426,7.02621
348,346.654,0.0996985,0.0440588,4.16283,6.96841
349,347.655,0.0995936,0.0437626,4.09259,6.91063
350,348.657,0.0994946,0.0434656,4.0235,6.85291
351,349.658,0.0994017,0.0431678,3.95557,6.79525
352,350.659,0.0993146,0.0428694,3.88878,6.73768
353,351.66,0.0992334,0.0425705,3.82313,6.68021
354,352.661,0.099158,0.0422713,3.75859,6.62287
355,353.662,0.0990884,0.0419718,3.69515,6.56566
356,354.663,0.0990246,0.0416721,3.63282,6.5086
357,355.664,0.0989664,0.0413723,3.57156,6.45171
358,356.664,0.0989139,0.0410725,3.51137,6.395
359,357.665,0.098867,0.0407729,3.45224,6.33848
360,358.666,0.0988256,0.0404735,3.39416,6.28218
361,359.666,0.0987897,0.0401744,3.3371,6.22609
362,360.666,0.0987592,0.0398757,3.28106,6.17024
363,361.667,0.0987341,0.0395775,3.22602,6.11464
364,362.667,0.0987143,0.0392799,3.17197,6.0593
365,363.667,0.0986998,0.0389829,3.1189,6.00422
366,364.667,0.0986904,0.0386866,3.06679,5.94943
367,365.667,0.0986863,0.038391,3.01563,5.89492
368,366.667,0.0986871,0.0380964,2.96541,5.84072
369,367.667,0.098693,0.0378027,2.9161,5.78682
370,368.667,0.0987039,0.03751,2.8677,5.73324
371,369.667,0.0987196,0.0372183,2.8202,5.67998
372,370.667,0.0987402,0.0369278,2.77358,5.62706
373,371.666,0.0987655,0.0366384,2.72782,5.57447
374,372.666,0.0987955,0.0363503,2.68291,5.52224
375,373.666,0.0988301,0.0360634,2.63884,5.47035
376,374.665,0.0988693,0.0357779,2.5956,5.41883
377,375.664,0.098913,0.0354938,2.55317,5.36767
378,376.664,0.0989612,0.0352111,2.51154,5.31689
379,377.663,0.0990137,0.0349299,2.47069,5.26648
380,378.662,0.0990705,0.0346502,2.43062,5.21645
381,379.661,0.0991316,0.0343721,2.3913,5.1668
382,380.661,0.0991969,0.0340956,2.35273,5.11754
383,381.66,0.0992663,0.0338207,2.31489,5.06868
384,382.659,0.0993397,0.0335475,2.27777,5.02021
385,383.65,0.0999657,0.0332131,2.23225,4.96004
386,384.642,0.100598,0.0328814,2.18781,4.9005
387,385.633,0.101236,0.0325523,2.14444,4.84159
388,386.624,0.101879,0.0322259,2.1021,4.78332
389,387.616,0.102529,0.0319023,2.06078,4.7257
390,388.607,0.103184,0.0315815,2.02045,4.66873
391,389.598,0.103844,0.0312635,1.98108,4.6124
392,390.589,0.10451,0.0309484,1.94266,4.55673
393,391.58,0.105181,0.0306362,1.90516,4.5017
394,392.571,0.105857,0.030327,1.86856,4.44733
395,393.561,0.106538,0.0300207,1.83284,4.39361
396,394.552,0.107224,0.0297174,1.79797,4.34054
397,395.543,0.107915,0.0294172,1.76395,4.28813
398,396.533,0.108611,0.0291199,1.73074,4.23636
399,397.524,0.109311,0.0288257,1.69832,4.18524
400,398.515,0.110015,0.0285346,1.66669,4.13477
401,399.505,0.110724,0.0282466,1.63581,4.08494
402,400.495,0.111438,0.0279616,1.60567,4.03575
403,401.486,0.112155,0.0276797,1.57626,3.9872
404,402.476,0.112876,0.0274009,1.54754,3.93928
405,403.466,0.113602,0.0271252,1.51952,3.892
406,404.456,0.114331,0.0268526,1.49216,3.84534
407,405.446,0.115065,0.026583,1.46545,3.79931
408,406.436,0.115801,0.0263166,1.43938,3.75389
409,407.426,0.116542,0.0260532,1.41392,3.70909
410,408.416,0.117286,0.0257929,1.38907,3.6649
411,409.406,0.118034,0.0255356,1.36481,3.62131
412,410.396,0.118785,0.0252814,1.34112,3.57833
413,411.386,0.119539,0.0250302,1.31799,3.53593
414,412.376,0.120296,0.024782,1.2954,3.49413
415,413.365,0.121057,0.0245369,1.27335,3.45291
416,414.355,0.121821,0.0242947,1.25181,3.41227
417,415.345,0.122588,0.0240555,1.23077,3.3722
418,416.334,0.123357,0.0238193,1.21023,3.3327
419,417.324,0.12413,0.023586,1.19016,3.29376
420,418.313,0.124905,0.0233556,1.17056,3.25537
421,419.303,0.125683,0.0231281,1.15141,3.21753
422,420.292,0.126464,0.0229035,1.13271,3.18024
423,421.282,0.127247,0.0226817,1.11443,3.14348
424,422.271,0.128033,0.0224628,1.09657,3.10725
425,423.261,0.128821,0.0222466,1.07913,3.07155
426,424.25,0.129612,0.0220333,1.06208,3.03636
427,425.239,0.130405,0.0218226,1.04542,3.00168
428,426.228,0.1312,0.0216148,1.02913,2.96751
429,427.218,0.131998,0.0214096,1.01322,2.93384
430,428.207,0.132798,0.0212071,0.99766,2.90066
431,429.196,0.1336,0.0210073,0.982452,2.86797
432,430.185,0.134404,0.0208101,0.967584,2.83575
433,431.174,0.13521,0.0206155,0.953048,2.80401
434,432.163,0.136018,0.0204234,0.938835,2.77274
435,433.152,0.136828,0.020234,0.924937,2.74192
436,434.142,0.137639,0.020047,0.911345,2.71157
437,435.131,0.138453,0.0198625,0.898052,2.68166
438,436.12,0.139269,0.0196805,0.88505,2.65219
439,437.108,0.140086,0.0195009,0.872332,2.62316
440,438.097,0.140905,0.0193237,0.85989,2.59455
441,439.086,0.141725,0.0191489,0.847718,2.56638
442,440.075,0.142548,0.0189765,0.835808,2.53862
443,441.064,0.143371,0.0188064,0.824154,2.51127
444,442.053,0.144197,0.0186386,0.812749,2.48432
445,443.042,0.145024,0.018473,0.801586,2.45778
446,444.031,0.145852,0.0183097,0.790661,2.43163
447,445.019,0.146682,0.0181486,0.779966,2.40587
448,446.008,0.147513,0.0179897,0.769497,2.38048
449,446.997,0.148346,0.0178329,0.759246,2.35548
450,447.986,0.14918,0.0176782,0.74921,2.33085
451,448.974,0.150015,0.0175257,0.739381,2.30658
452,449.963,0.150851,0.0173752,0.729756,2.28267
453,450.952,0.151689,0.0172268,0.720329,2.25912
454,451.94,0.152528,0.0170804,0.711095,2.23591
455,452.929,0.153368,0.016936,0.70205,2.21305
456,453.918,0.15421,0.0167936,0.693187,2.19052
457,454.906,0.155052,0.0166531,0.684504,2.16833
458,455.895,0.155896,0.0165145,0.675996,2.14647
459,456.884,0.15674,0.0163778,0.667658,2.12493
460,457.872,0.157586,0.016243,0.659486,2.1037
461,458.861,0.158433,0.01611,0.651476,2.08279
462,459.849,0.15928,0.0159788,0.643625,2.06218
463,460.838,0.160129,0.0158493,0.635927,2.04188
464,461.826,0.160979,0.0157217,0.62838,2.02187
465,462.815,0.161829,0.0155958,0.62098,2.00216
466,463.803,0.162681,0.0154716,0.613723,1.98274
467,464.792,0.163533,0.015349,0.606605,1.9636
468,465.78,0.164387,0.0152282,0.599625,1.94474
469,466.769,0.165241,0.015109,0.592777,1.92615
470,467.757,0.166096,0.0149914,0.586059,1.90783
471,468.746,0.166952,0.0148753,0.579468,1.88978
472,469.734,0.167808,0.0147609,0.573001,1.87199
473,470.723,0.168666,0.014648,0.566655,1.85446
474,471.711,0.169524,0.0145366,0.560427,1.83718
475,472.699,0.170383,0.0144267,0.554314,1.82015
476,473.688,0.171242,0.0143183,0.548313,1.80336
477,474.676,0.172103,0.0142114,0.542423,1.78682
478,475.665,0.172964,0.0141059,0.53664,1.77051
479,476.653,0.173825,0.0140018,0.530961,1.75443
480,477.641,0.174688,0.0138991,0.525385,1.73859
481,478.63,0.175551,0.0137977,0.519909,1.72296
482,479.618,0.176414,0.0136978,0.514531,1.70757
483,480.606,0.177279,0.0135991,0.509248,1.69238
484,481.595,0.178143,0.0135018,0.504058,1.67742
485,482.583,0.179009,0.0134057,0.49896,1.66266
486,483.571,0.179875,0.0133109,0.49395,1.64811
487,484.56,0.180742,0.0132174,0.489028,1.63377
488,485.548,0.181609,0.0131251,0.484191,1.61963
489,486.536,0.182476,0.0130341,0.479437,1.60568
490,487.524,0.183345,0.0129442,0.474764,1.59193
491,488.513,0.184213,0.0128555,0.470171,1.57837
492,489.501,0.185083,0.012768,0.465655,1.565
493,490.489,0.185952,0.0126816,0.461215,1.55181
494,491.477,0.186823,0.0125963,0.45685,1.5388
495,492.466,0.187693,0.0125122,0.452557,1.52597
496,493.454,0.188565,0.0124291,0.448336,1.51332
497,494.442,0.189436,0.0123471,0.444184,1.50084
498,495.43,0.190308,0.0122662,0.4401,1.48853
499,496.419,0.191181,0.0121863,0.436082,1.47639
500,497.407,0.192054,0.0121075,0.43213,1.46441
501,498.395,0.192927,0.0120296,0.428241,1.4526
502,499.383,0.193801,0.0119528,0.424415,1.44094
503,500.371,0.194675,0.0118769,0.42065,1.42944
504,501.36,0.19555,0.011802,0.416944,1.41809
505,502.348,0.196425,0.0117281,0.413297,1.4069
506,503.336,0.1973,0.0116551,0.409707,1.39585
507,504.324,0.198176,0.011583,0.406173,1.38495
508,505.312,0.199052,0.0115118,0.402694,1.37419
509,506.3,0.199928,0.0114415,0.399268,1.36358
510,507.289,0.200805,0.0113721,0.395895,1.35311
511,508.277,0.201682,0.0113036,0.392574,1.34277
512,509.265,0.20256,0.0112359,0.389303,1.33256
513,510.199,0.207416,0.0111368,0.38545,1.32052
514,511.134,0.212273,0.0110392,0.381666,1.30866
515,512.068,0.217131,0.0109432,0.377949,1.29698
516,513.003,0.221989,0.0108486,0.374298,1.28548
517,513.937,0.226848,0.0107554,0.370712,1.27416
518,514.871,0.231707,0.0106637,0.367188,1.26301
519,515.806,0.236567,0.0105733,0.363726,1.25203
520,516.74,0.241427,0.0104843,0.360323,1.24122
