# zMean	zSD	jMean	jSD	FMean	FSD	TotSteps
1.508997653799419595e+03	4.848278531997988750e-01	8.449781597822343429e+02	3.550249806570354849e+01	1.441414975961498079e+01	3.590635080797710543e-02	6.600000000000000000e+01
1.512297267742602116e+03	5.495301151122016226e-01	8.464263901825673884e+02	3.968562771333381534e+01	1.454008035098288687e+01	4.069820032520965469e-02	6.600000000000000000e+01
1.515678665078098902e+03	6.475922856915420356e-01	8.480955124143642934e+02	4.604791991482488811e+01	1.465995406431599868e+01	4.796068467831560156e-02	6.500000000000000000e+01
1.519174159986699578e+03	7.503961424376091038e-01	8.500390295651974384e+02	5.238793675985652953e+01	1.477137771138503375e+01	5.557433830892932747e-02	6.500000000000000000e+01
1.522760174159958979e+03	8.105799421076301803e-01	8.521985933562064019e+02	5.541670183453243226e+01	1.487609750171343670e+01	6.003155051249109420e-02	6.700000000000000000e+01
1.526361548790083134e+03	7.896787765416876104e-01	8.543932094962051451e+02	5.286841638654004782e+01	1.497967969660644272e+01	5.848361019067738198e-02	7.400000000000000000e+01
1.529878814605337993e+03	6.929079449069295293e-01	8.564007871277100321e+02	4.548270282172597945e+01	1.508949099032866314e+01	5.131676239980720311e-02	7.200000000000000000e+01
1.533240297103911871e+03	5.665655764948002160e-01	8.580818145816299420e+02	3.652192121068947017e+01	1.521083959648428952e+01	4.195984659520490823e-02	9.500000000000000000e+01
1.536449082546557975e+03	4.764335539987031298e-01	8.594482378334546411e+02	3.056566055025905371e+01	1.534349694660191865e+01	3.528466900914395410e-02	1.170000000000000000e+02
1.539634172783421718e+03	6.382944032271558044e-01	8.608153345484863621e+02	4.352145646465942264e+01	1.547790916365978298e+01	4.727208350300315942e-02	1.170000000000000000e+02
1.543918407702597733e+03	3.084170309746100624e+00	8.648076471640589489e+02	2.271282537466613576e+02	1.553091872554561093e+01	2.284136531397962244e-01	1.250000000000000000e+02
1.556588139952717711e+03	1.440739277019823561e+01	8.883653216490178011e+02	1.062514610601472668e+03	1.496289835510172317e+01	1.067011508560881339e+00	1.260000000000000000e+02
1.574098736038217794e+03	6.298976476503109545e+00	9.227536121044180391e+02	4.614091461476637051e+02	1.403636360900958024e+01	4.665021978498202770e-01	1.240000000000000000e+02
1.580284328857042738e+03	8.855768683157133614e-01	9.305363520323336388e+02	6.692990517918951809e+01	1.394855860484741328e+01	6.558582286746172940e-02	1.160000000000000000e+02
1.583700306124537519e+03	2.541255251078014532e-01	9.318930214382133954e+02	2.025417212361935526e+01	1.406587132841674759e+01	1.882053638948377738e-02	1.070000000000000000e+02
1.586759426201974293e+03	1.421677455708517945e-01	9.324541816915970003e+02	1.143369167391210794e+01	1.420961289548178641e+01	1.052894323697728396e-02	6.800000000000000000e+01
1.589714888388814188e+03	1.037900417759460153e-01	9.328117226833184077e+02	8.221408013487234712e+00	1.436103136592442198e+01	7.686690493926562340e-03	6.500000000000000000e+01
1.592615085807542073e+03	8.380906766734690094e-02	9.330833271382817884e+02	6.525343236280605197e+00	1.451654274509343523e+01	6.206899551443711971e-03	6.400000000000000000e+01
1.595478258596190472e+03	7.506069243349733355e-02	9.333119748896897363e+02	5.759106243145652115e+00	1.467479616836612699e+01	5.558994881624812479e-03	6.200000000000000000e+01
1.598313457575265829e+03	7.565277919747584456e-02	9.335272220513941193e+02	5.707663564011454582e+00	1.483512133197581662e+01	5.602844827365061064e-03	6.000000000000000000e+01
1.601134494722767613e+03	8.571816114334816772e-02	9.337557463067812478e+02	6.371650071465410292e+00	1.499649532083182812e+01	6.348287014276365881e-03	5.600000000000000000e+01
1.603958074140653252e+03	1.086637516971004774e-01	9.340285039520342707e+02	7.948854338726960123e+00	1.515768102914322313e+01	8.047637450687261662e-03	6.000000000000000000e+01
1.606793417681762094e+03	1.498258777183489598e-01	9.343873091933969590e+02	1.076511610660236329e+01	1.531799548648870690e+01	1.109610450382092495e-02	6.000000000000000000e+01
1.609675445016081085e+03	2.177183219563986194e-01	9.348925651277568249e+02	1.531841577042359859e+01	1.547485254210904060e+01	1.612421892409088287e-02	5.800000000000000000e+01
1.612647021331473297e+03	3.304607087934498533e-01	9.356413926256020659e+02	2.285608553187921643e+01	1.562507760019109426e+01	2.447392009324289575e-02	9.300000000000000000e+01
1.615782161639720698e+03	5.340036614614437349e-01	9.367916453856431644e+02	3.664936243789270520e+01	1.576318910896228331e+01	3.954831116783452671e-02	1.060000000000000000e+02
1.619333114946322894e+03	1.165519822880249690e+00	9.389269388356250374e+02	8.210711157601326704e+01	1.587050550707531649e+01	8.631839808251129398e-02	1.210000000000000000e+02
1.624827956396976788e+03	4.431874765561460094e+00	9.456037051049903539e+02	3.256342563857324421e+02	1.583385754923990696e+01	3.282246451374817298e-01	1.480000000000000000e+02
1.637789989825746261e+03	1.224279200014542646e+01	9.698087464854194195e+02	9.291009231283096597e+02	1.524418935350522553e+01	9.067011755307703424e-01	1.520000000000000000e+02
1.654610515563839272e+03	9.534606683402492067e+00	1.003790296828412352e+03	8.194310810270253569e+02	1.436876121734206713e+01	7.061329709727885984e-01	1.600000000000000000e+02
1.667297886816346818e+03	6.491998616483820150e+00	1.029077945390455170e+03	6.138852754714898765e+02	1.379943450238135583e+01	4.807974175367917269e-01	1.520000000000000000e+02
1.675767167379276998e+03	2.620600340380383031e+00	1.043521463502011329e+03	2.496725353174842894e+02	1.354249958389074315e+01	1.940816612085711768e-01	1.370000000000000000e+02
1.680685817699931249e+03	8.164301027763063434e-01	1.048501675193801475e+03	7.849856543517671525e+01	1.354852434114308402e+01	6.046481341161324963e-02	1.060000000000000000e+02
1.684357830485696695e+03	3.354453635496797426e-01	1.050200011104017221e+03	3.296390577196143568e+01	1.364687507422929968e+01	2.484308362448928165e-02	1.040000000000000000e+02
1.687700764513904005e+03	2.106184510376185592e-01	1.051055542733918628e+03	2.086294817668385804e+01	1.376959738010026335e+01	1.559840248384603001e-02	9.300000000000000000e+01
1.690935288573967682e+03	1.685781508756726554e-01	1.051668187441811597e+03	1.650643334421329200e+01	1.390034852821194988e+01	1.248489785385231698e-02	8.800000000000000000e+01
1.694114786338054500e+03	1.466866313300915770e-01	1.052179246574719855e+03	1.406468977290205657e+01	1.403517492380368559e+01	1.086361191630658141e-02	7.500000000000000000e+01
1.697254009150577076e+03	1.306404217370005783e-01	1.052625913221285600e+03	1.225615523313172162e+01	1.417298408230825757e+01	9.675229633842263866e-03	6.400000000000000000e+01
1.700354947323822898e+03	1.180762899665097482e-01	1.053021298003180164e+03	1.083714502304792404e+01	1.431362860119767433e+01	8.744730034919712125e-03	6.300000000000000000e+01
1.703421734041316540e+03	1.082525967927687183e-01	1.053377074410889691e+03	9.723047736333683133e+00	1.445680237690010372e+01	8.017187318472451807e-03	6.200000000000000000e+01
1.706462000296035285e+03	1.019042990207196103e-01	1.053703992531540507e+03	8.971365797799080610e+00	1.460194025807562745e+01	7.547032385474494731e-03	5.300000000000000000e+01
1.709478327255780641e+03	1.008252415237679556e-01	1.054015690181778609e+03	8.701834023231640458e+00	1.474885108343687712e+01	7.467117387250254978e-03	6.200000000000000000e+01
1.712477281718386166e+03	1.065887151059975030e-01	1.054330754573930335e+03	9.048299003858119249e+00	1.489704851593631929e+01	7.893960240750175217e-03	6.300000000000000000e+01
1.715471337342720744e+03	1.230425426663614014e-01	1.054675787934912933e+03	1.026892010145820677e+01	1.504560875639810824e+01	9.112530709870725332e-03	6.500000000000000000e+01
1.718467486479674108e+03	1.552796907895847844e-01	1.055089376395344516e+03	1.275384372402913868e+01	1.519401395131533583e+01	1.150001389987664879e-02	6.800000000000000000e+01
1.721507100596567852e+03	2.118508785090396362e-01	1.055629785170169498e+03	1.711644466617144644e+01	1.533920012981818282e+01	1.568967606237947621e-02	7.300000000000000000e+01
1.724612241975934467e+03	3.054194893560341351e-01	1.056383309842021845e+03	2.422022806061431766e+01	1.547953335926229990e+01	2.261936738170788885e-02	7.600000000000000000e+01
1.727847401791072343e+03	4.534360931125868688e-01	1.057479193581774098e+03	3.540325212618336082e+01	1.561023742335317444e+01	3.358147705591818521e-02	8.500000000000000000e+01
1.731299188656133083e+03	6.874323791084540058e-01	1.059112674760256368e+03	5.300616396777331829e+01	1.572489808812677303e+01	5.091124199677210527e-02	9.200000000000000000e+01
1.735108122734003018e+03	1.080630328535597595e+00	1.061620371721728588e+03	8.283600215869955719e+01	1.581310843031973512e+01	8.003148213134636535e-02	1.010000000000000000e+02
1.739566217340324329e+03	1.809405532176418863e+00	1.065692366980451197e+03	1.391739434734918177e+02	1.585324194377557738e+01	1.340045737129855752e-01	1.130000000000000000e+02
1.745239397038236348e+03	3.071709653398169149e+00	1.072661141597160849e+03	2.387056823109742254e+02	1.580338625534821340e+01	2.274908169306684158e-01	1.290000000000000000e+02
1.752586684191394625e+03	4.319354639065688950e+00	1.083644539357528856e+03	3.405747932267840952e+02	1.562954616878531233e+01	3.198914045692049513e-01	1.340000000000000000e+02
1.760812184755521457e+03	4.369616045984002106e+00	1.096779549857185657e+03	3.546894848614465445e+02	1.539066559700607328e+01	3.236137643655752072e-01	1.360000000000000000e+02
1.768695801673166670e+03	3.925485069063805899e+00	1.109216740470011928e+03	3.339128574980422854e+02	1.517710492808527611e+01	2.907214242148654648e-01	1.600000000000000000e+02
1.776207639835359032e+03	3.653775514957444681e+00	1.120894309479326694e+03	3.226442600057926029e+02	1.499107819379330664e+01	2.705986146377483692e-01	1.610000000000000000e+02
1.783301080746338585e+03	3.155517295077434170e+00	1.131592763064724295e+03	2.868696568135637790e+02	1.483603795992616092e+01	2.336976108734347690e-01	1.690000000000000000e+02
1.789843739382377635e+03	2.836545003242981977e+00	1.140968128122269718e+03	2.696547323339618742e+02	1.472178866134110997e+01	2.100745229401752567e-01	1.560000000000000000e+02
1.796473331077921785e+03	3.291771156061325865e+00	1.150750755196159844e+03	3.280996612482704222e+02	1.460110110036910491e+01	2.437885718179018113e-01	1.490000000000000000e+02
1.803933268575468446e+03	3.911673909045579212e+00	1.162900229714740362e+03	3.995311210299842060e+02	1.441891812930081151e+01	2.896985697039156094e-01	1.470000000000000000e+02
1.811489510535277986e+03	3.243242695367639872e+00	1.175288434333790065e+03	3.332810179986990988e+02	1.422960284975730261e+01	2.401945540189274197e-01	1.430000000000000000e+02
1.817666010037400156e+03	1.864659228057967688e+00	1.183812293996581502e+03	1.919165828700643033e+02	1.414247129663015023e+01	1.380966624299730938e-01	1.220000000000000000e+02
1.822421612385381650e+03	9.750899225502099865e-01	1.188397009034173152e+03	1.009307437897659838e+02	1.416057138673864024e+01	7.221515966406855114e-02	1.190000000000000000e+02
1.826435735605859236e+03	6.071838508211552243e-01	1.190956607882825438e+03	6.373591375653631985e+01	1.423358542103006741e+01	4.496803599181475875e-02	1.110000000000000000e+02
1.830184903949502541e+03	5.152290876027919575e-01	1.192811591393849994e+03	5.464999058889225125e+01	1.432622201349983904e+01	3.815786622786276894e-02	1.150000000000000000e+02
1.833895878536573036e+03	5.546803901150632043e-01	1.194607347884757473e+03	5.875364852091297507e+01	1.442168723558140719e+01	4.107962969192158198e-02	1.150000000000000000e+02
1.837689549190500884e+03	6.561721266886976212e-01	1.196651360772509861e+03	6.868250594683922827e+01	1.451102798695150753e+01	4.859610770256495016e-02	1.110000000000000000e+02
1.841607947714770489e+03	7.710597942093760926e-01	1.199057714639458709e+03	7.956242426461540163e+01	1.459113139224409395e+01	5.710468835914639385e-02	1.090000000000000000e+02
1.845651302695938966e+03	8.676075416766181325e-01	1.201806148036925379e+03	8.838695759605616331e+01	1.466198052233876226e+01	6.425501453657034290e-02	1.050000000000000000e+02
1.849797592181603477e+03	9.581192011071285597e-01	1.204839471146949563e+03	9.701863450580276549e+01	1.472520632303042554e+01	7.095830803399394426e-02	1.000000000000000000e+02
1.854081141688172465e+03	1.124291917019946574e+00	1.208266620686500119e+03	1.142051857386250049e+02	1.477826664657392719e+01	8.326505937449724115e-02	8.700000000000000000e+01
1.858665772379209102e+03	1.468501244703922737e+00	1.212534715075606300e+03	1.499681557281874120e+02	1.480902889759576269e+01	1.087572021827725166e-01	8.900000000000000000e+01
1.863758297821272663e+03	1.912654611091672674e+00	1.218194528388133222e+03	1.947927481471560895e+02	1.480217646335652226e+01	1.416512004974492811e-01	8.800000000000000000e+01
1.869256318712124539e+03	2.038471569939282801e+00	1.224921151341156474e+03	2.052887524769175798e+02	1.476529303618004008e+01	1.509692044697032998e-01	9.100000000000000000e+01
1.874567745768410987e+03	1.605897760978356459e+00	1.231065803539385115e+03	1.592619471463840455e+02	1.474222874839145980e+01	1.189327881780570806e-01	8.800000000000000000e+01
1.879197507516490987e+03	9.923074927670652023e-01	1.235308701866907995e+03	9.701862769736908376e+01	1.476964859332866276e+01	7.349029291432884747e-02	8.400000000000000000e+01
1.883168609863718302e+03	5.585777721087805681e-01	1.237772432772320144e+03	5.405549799697473645e+01	1.484584875349301036e+01	4.136826980237628959e-02	8.300000000000000000e+01
1.886741732227015746e+03	3.360798956257116665e-01	1.239178704204369751e+03	3.234661503811366856e+01	1.495152331126719503e+01	2.489007707004020631e-02	8.000000000000000000e+01
1.890110252886157468e+03	2.421052289547116210e-01	1.240091405367734069e+03	2.324956934340298176e+01	1.507235067125116323e+01	1.793031325638594353e-02	7.900000000000000000e+01
1.893396145941884470e+03	2.114039997011174232e-01	1.240814274334796892e+03	2.018148403521627188e+01	1.519929743154401613e+01	1.565658021786475729e-02	7.500000000000000000e+01
1.896646685386356921e+03	2.099479713554261995e-01	1.241486928465013989e+03	1.965860486379824579e+01	1.532886248028639464e+01	1.554874675858286537e-02	6.800000000000000000e+01
1.899888656322389124e+03	2.168221980824240891e-01	1.242165057826583961e+03	1.998699552845209837e+01	1.545906211276384390e+01	1.605785198998432861e-02	6.800000000000000000e+01
1.903125968625433416e+03	2.254152266568139606e-01	1.242863139603902482e+03	2.032985862460918725e+01	1.558960676360039166e+01	1.669425168620364275e-02	6.600000000000000000e+01
1.906350776548335489e+03	2.298493804680557251e-01	1.243575475512526054e+03	2.032515865610912442e+01	1.572107748883025913e+01	1.702264511746420794e-02	8.000000000000000000e+01
1.909573993558826032e+03	2.410057625984363405e-01	1.244304655420231711e+03	2.108240098785609007e+01	1.585266603703333210e+01	1.784888677804019608e-02	1.310000000000000000e+02
1.912825333972550197e+03	3.442197050007934078e-01	1.245154965464715133e+03	3.143811007589101791e+01	1.598217176599291456e+01	2.549291135235876027e-02	1.310000000000000000e+02
1.916611266827983172e+03	1.542499631398692950e+00	1.247505828724792536e+03	1.532514583440497518e+02	1.607208557871954824e+01	1.142375227013872063e-01	1.410000000000000000e+02
1.925591629431309684e+03	1.068994093557988911e+01	1.264023652846143705e+03	1.071670337698189542e+03	1.577729992431718387e+01	7.916970256890465407e-01	1.500000000000000000e+02
1.945305350117261014e+03	1.067060485163861294e+01	1.309349764784059971e+03	1.064140752877341583e+03	1.468760177031562364e+01	7.902649953123557225e-01	1.490000000000000000e+02
1.954689938555232175e+03	1.815956050003505684e+00	1.326315121471955308e+03	1.918988378369249403e+02	1.436287915059949150e+01	1.344897050632596347e-01	1.470000000000000000e+02
1.959260431244718575e+03	7.550134466389788468e-01	1.330282206910913828e+03	9.181295822048559785e+01	1.439468846201612884e+01	5.591629585808277625e-02	1.110000000000000000e+02
1.963495742834651764e+03	1.000882293183263716e+00	1.333436012055390165e+03	1.219299514137674123e+02	1.445132128566567076e+01	7.412534263315251337e-02	1.160000000000000000e+02
1.968104572312118535e+03	1.352272599496719740e+00	1.337713516952142754e+03	1.632386179910972714e+02	1.448029137456448012e+01	1.001493087187270703e-01	1.140000000000000000e+02
1.973094659192285690e+03	1.573886161863738753e+00	1.343092098775977774e+03	1.873299417316447943e+02	1.448102554021930644e+01	1.165620091476284870e-01	1.170000000000000000e+02
1.978155832900380574e+03	1.448276902717260617e+00	1.348627652088581044e+03	1.696817504998762161e+02	1.447649501539780204e+01	1.072593874152403259e-01	1.200000000000000000e+02
1.982894167700105072e+03	1.081254950234792567e+00	1.353165811665705860e+03	1.249588822706136853e+02	1.449587394013019725e+01	8.007774161438874216e-02	1.200000000000000000e+02
1.987177127041119093e+03	7.370012854930837465e-01	1.356355898894157235e+03	8.469887570408172905e+01	1.454897797133469872e+01	5.458231520361778166e-02	1.410000000000000000e+02
1.991127212919650674e+03	5.502838577168726042e-01	1.358585303530880310e+03	6.368542491667903960e+01	1.462673461117064555e+01	4.075402250251158875e-02	1.460000000000000000e+02
1.994961844422904051e+03	5.900671107969485130e-01	1.360536691161106546e+03	7.089889616728760302e+01	1.471304180203971335e+01	4.370037022562200946e-02	1.560000000000000000e+02
1.999139213972186099e+03	1.267352253987458655e+00	1.363602676082533662e+03	1.617931982001755387e+02	1.477396581321988833e+01	9.386010793031118737e-02	1.510000000000000000e+02
2.005349677521023295e+03	4.375149304643954018e+00	1.373034271377192226e+03	5.739952127232681960e+02	1.468431888279299535e+01	3.240235575019312364e-01	1.510000000000000000e+02
2.016886235181698794e+03	8.385227268803610912e+00	1.398963414416078422e+03	1.100855985135538504e+03	1.420022142244336472e+01	6.210099315275954268e-01	1.620000000000000000e+02
2.028193640697831142e+03	4.046923077607124775e+00	1.423879132191991175e+03	5.328130366867408156e+02	1.373309496991861245e+01	2.997151231275836381e-01	1.580000000000000000e+02
2.034341399204056643e+03	1.167292477801974648e+00	1.432626581319799016e+03	1.596995240338146687e+02	1.364809197494754933e+01	8.644968090601423683e-02	1.430000000000000000e+02
2.038655949147809224e+03	5.683269935704766684e-01	1.435693217648280324e+03	8.227003274601884186e+01	1.369885640611322231e+01	4.209029714382950260e-02	1.430000000000000000e+02
2.042636594500840147e+03	4.735773325982468585e-01	1.437741208552232592e+03	6.983254284830763936e+01	1.377434981126776847e+01	3.507313725222616085e-02	1.190000000000000000e+02
2.046565569676550012e+03	4.854035399148046714e-01	1.439654404676097556e+03	7.086291874339804053e+01	1.385366990975468937e+01	3.594898616609043529e-02	1.150000000000000000e+02
2.050507636427958914e+03	5.083462568813784666e-01	1.441629533792450957e+03	7.321160766459070146e+01	1.393202044614535851e+01	3.764812378463489040e-02	1.130000000000000000e+02
2.054472059659705792e+03	5.375227022601870575e-01	1.443694382616424946e+03	7.656575693655759096e+01	1.400871526160218039e+01	3.980893132938945200e-02	1.000000000000000000e+02
2.058472224345812720e+03	5.836029080193553265e-01	1.445891753754339788e+03	8.232023638696409762e+01	1.408276306494909669e+01	4.322163136791346005e-02	1.030000000000000000e+02
2.062533478323996405e+03	6.579124302561928372e-01	1.448312267330312807e+03	9.221114334557205439e+01	1.415228659532481359e+01	4.872499458477363987e-02	9.300000000000000000e+01
2.066706069485845546e+03	7.687593191699636508e-01	1.451087217498099790e+03	1.069646393004804850e+02	1.421356449387827503e+01	5.693431517772751249e-02	9.100000000000000000e+01
2.071020276835739878e+03	8.990796116472893340e-01	1.454331428912990305e+03	1.239685440165922046e+02	1.426435429754507211e+01	6.658583603859824507e-02	9.300000000000000000e+01
2.075479209591035669e+03	9.982883540037861270e-01	1.458023336036940464e+03	1.358858512784354389e+02	1.430442573768786652e+01	7.393323549752039980e-02	9.400000000000000000e+01
2.080000697816374668e+03	9.990227835760403519e-01	1.461900332485687386e+03	1.341211445368826389e+02	1.433986431971925590e+01	7.398762735164154947e-02	9.300000000000000000e+01
2.084448666699993282e+03	8.839374632139881394e-01	1.465524590938022811e+03	1.166970414267852902e+02	1.438074774419849255e+01	6.546440852562795953e-02	9.000000000000000000e+01
2.088704492883670355e+03	6.991855537391148401e-01	1.468528116882264612e+03	9.075911069428548217e+01	1.443586125703535394e+01	5.178168210991884735e-02	9.200000000000000000e+01
2.092722321071948954e+03	5.138959313719119182e-01	1.470794197820097452e+03	6.569074244750663638e+01	1.450860090141143388e+01	3.805913267740379524e-02	9.000000000000000000e+01
2.096528828544235694e+03	3.702315190003409029e-01	1.472424656589445704e+03	4.669824397703632712e+01	1.459699095801390278e+01	2.741934629716524796e-02	9.000000000000000000e+01
2.100181648933969427e+03	2.767078758518163317e-01	1.473607539720953355e+03	3.455610954714938998e+01	1.469676307995020714e+01	2.049298528558551880e-02	8.800000000000000000e+01
2.103737886961379900e+03	2.271502092927000782e-01	1.474525091775233932e+03	2.814795472938567400e+01	1.480368809164017563e+01	1.682274450021736811e-02	9.100000000000000000e+01
2.107238716456422480e+03	2.131975609369153035e-01	1.475324113062188871e+03	2.626328603085130453e+01	1.491471665923732282e+01	1.578941136298794845e-02	8.900000000000000000e+01
2.110732334470528713e+03	2.332538763640076007e-01	1.476131333294887327e+03	2.853236795077100396e+01	1.502627930911263476e+01	1.727478208351840294e-02	1.000000000000000000e+02
2.114260747835873644e+03	2.935099278973561931e-01	1.477078136323531908e+03	3.567970747407525778e+01	1.513526501527518597e+01	2.173734526007820023e-02	1.000000000000000000e+02
2.117882094221749412e+03	4.139206993891943465e-01	1.478342364421136153e+03	4.989273250615224242e+01	1.523736810193722668e+01	3.065496699676373282e-02	1.000000000000000000e+02
2.121692514958939682e+03	6.261892953441882126e-01	1.480192036807115301e+03	7.470236134342849255e+01	1.532546834214089593e+01	4.637557921319057641e-02	1.040000000000000000e+02
2.125822820808217330e+03	9.592665984374674215e-01	1.483007912471347254e+03	1.131937618893571198e+02	1.538987789094341707e+01	7.104328428027884001e-02	1.020000000000000000e+02
2.130422963916146273e+03	1.390239565132217248e+00	1.487198671409837743e+03	1.626548448358662426e+02	1.541949129237019278e+01	1.029611421936920124e-01	1.090000000000000000e+02
2.135547953991768281e+03	1.793454187822861146e+00	1.492916835988114826e+03	2.088279977063648403e+02	1.541023452736963328e+01	1.328232171501610992e-01	1.130000000000000000e+02
2.141064855949727644e+03	1.999398907766809730e+00	1.499753509385857797e+03	2.328501246282830834e+02	1.537195276836314584e+01	1.480754831092099266e-01	1.140000000000000000e+02
2.146687100793264563e+03	1.949616253674447686e+00	1.506871909916968207e+03	2.279713553111068904e+02	1.532586931525082363e+01	1.443885797471295973e-01	1.080000000000000000e+02
2.152128620962962941e+03	1.701899270392831065e+00	1.513448878012635305e+03	1.994286466864868999e+02	1.529317033148295302e+01	1.260426599652930690e-01	1.170000000000000000e+02
2.157201418480420216e+03	1.346781741101601648e+00	1.518916157638299637e+03	1.573623839989304543e+02	1.528777894734007070e+01	9.974265574598462081e-02	1.230000000000000000e+02
2.161834927234714087e+03	9.983457436928143691e-01	1.523081614144847663e+03	1.162553197499364614e+02	1.531492128899705030e+01	7.393748577788983312e-02	1.220000000000000000e+02
2.166104863195829239e+03	7.599058491542317606e-01	1.526174453935860811e+03	8.865921854227781296e+01	1.536898983171687227e+01	5.627862718836240674e-02	1.210000000000000000e+02
2.170174135256710088e+03	6.874662816747605376e-01	1.528709741397158041e+03	8.104297214793041348e+01	1.543791954288803936e+01	5.091375282083276943e-02	1.340000000000000000e+02
2.174267504363421722e+03	8.142976141453305283e-01	1.531347549227524951e+03	9.714063194626942277e+01	1.550506462684497677e+01	6.030688130360317700e-02	1.360000000000000000e+02
2.178652705974799574e+03	1.179050864385447817e+00	1.534876398084941229e+03	1.414378755032084882e+02	1.555059659550631324e+01	8.732050701638627288e-02	1.430000000000000000e+02
2.183632838457052003e+03	1.797931783986707721e+00	1.540195660571334201e+03	2.164768311632797122e+02	1.555206798387070499e+01	1.331548279220555742e-01	1.430000000000000000e+02
2.189509886214923426e+03	2.630072508773897422e+00	1.548191521027950103e+03	3.211847534505650401e+02	1.548711382692274618e+01	1.947831699997948363e-01	1.480000000000000000e+02
2.196526210088138669e+03	3.631381314777410108e+00	1.559669080396361096e+03	4.575225008111447096e+02	1.533778488087244618e+01	2.689401001724149864e-01	1.490000000000000000e+02
2.204762974860626400e+03	4.454599633635173639e+00	1.575013474976382213e+03	5.819000492668710649e+02	1.509807008182200150e+01	3.299076488670209528e-01	1.470000000000000000e+02
2.213375933992581395e+03	4.016386545096850114e+00	1.591636083701157759e+03	5.384483382496982813e+02	1.483049432850940619e+01	2.974535875298727206e-01	1.610000000000000000e+02
2.220717244105591362e+03	2.524832735524198402e+00	1.604283462027196720e+03	3.432595645398832858e+02	1.465709690153988198e+01	1.869891123929221521e-01	1.510000000000000000e+02
2.226346575310822573e+03	1.316175735229094590e+00	1.611492933762374378e+03	1.798912964514456689e+02	1.461048863248046814e+01	9.747597495106674614e-02	1.500000000000000000e+02
2.230872795530571693e+03	6.822592342578059910e-01	1.615206138961284296e+03	9.360154502140358090e+01	1.464557676300583111e+01	5.052811888913311122e-02	1.350000000000000000e+02
2.234872114523314394e+03	4.075248686118701502e-01	1.617237199483023687e+03	5.620685276295989752e+01	1.471968719840332440e+01	3.018129176939510216e-02	1.280000000000000000e+02
2.238651075209438659e+03	3.257415784480080512e-01	1.618619736536903929e+03	4.588039047736674547e+01	1.481011736998896744e+01	2.412442129985947759e-02	1.300000000000000000e+02
2.242414361178129184e+03	4.021684000623716448e-01	1.620000667695606126e+03	5.789406446786597371e+01	1.490170841114773559e+01	2.978459170861924576e-02	1.390000000000000000e+02
2.246380361325303056e+03	6.989074772192221952e-01	1.622095205084990994e+03	1.012924825726076961e+02	1.497828644024804845e+01	5.176108776285559543e-02	1.330000000000000000e+02
2.250907699531004710e+03	1.348969562557154278e+00	1.626030613642513799e+03	1.945599936665967107e+02	1.501329177273376203e+01	9.990468580298283996e-02	1.340000000000000000e+02
2.256438264290436564e+03	2.287352299148704748e+00	1.633211480905211147e+03	3.270504628261551261e+02	1.497399814665023854e+01	1.694013112749530592e-01	1.350000000000000000e+02
2.262972732390925103e+03	2.831060395419970455e+00	1.643585658743724935e+03	4.040512303933501244e+02	1.486035543912806034e+01	2.096683328848030214e-01	1.440000000000000000e+02
2.269679818709129904e+03	2.581423274945099156e+00	1.654478612222835181e+03	3.741112055145204067e+02	1.473392862640181988e+01	1.911802077424340496e-01	1.400000000000000000e+02
2.275954959634685565e+03	2.204579929498206692e+00	1.664002468073088039e+03	3.288184666442684829e+02	1.463949168945517521e+01	1.632711895786371770e-01	1.460000000000000000e+02
2.281887036274239108e+03	1.970220849267561913e+00	1.672460859654479009e+03	2.990000385311432183e+02	1.457046209352982125e+01	1.459145560967556321e-01	1.430000000000000000e+02
2.287508159505553976e+03	1.638777514979736116e+00	1.679868808329721105e+03	2.494505084697157145e+02	1.452446170701865569e+01	1.213678627593992587e-01	1.380000000000000000e+02
2.292668645393483530e+03	1.233663985854123846e+00	1.685714164423584634e+03	1.880787412305362523e+02	1.451257612215858117e+01	9.136515479235640669e-02	1.350000000000000000e+02
2.297401347900021847e+03	9.525226971322894309e-01	1.690117642637363815e+03	1.467296780180186033e+02	1.453237217452437058e+01	7.054383094961735878e-02	1.320000000000000000e+02
2.301909023735966912e+03	8.678281102891359788e-01	1.693801019337526668e+03	1.355306590646505356e+02	1.456883370211428108e+01	6.427134984801341488e-02	1.170000000000000000e+02
2.306409344043502642e+03	9.319811796664078107e-01	1.697488806980226400e+03	1.463594553587026894e+02	1.460583998013816931e+01	6.902252616609416691e-02	1.070000000000000000e+02
2.311033085727778143e+03	1.052719186660013850e+00	1.701593271936088513e+03	1.645543003194034100e+02	1.463370567100073671e+01	7.796438296404062385e-02	1.060000000000000000e+02
2.315782915977993071e+03	1.126957143511829296e+00	1.706118428021806722e+03	1.749328923090361059e+02	1.465223324266980498e+01	8.346244604848607196e-02	1.060000000000000000e+02
2.320560582556471218e+03	1.096967603784258394e+00	1.710726169743365972e+03	1.687547973543405533e+02	1.466869925586770940e+01	8.124142073626217098e-02	1.030000000000000000e+02
2.325244710128324186e+03	9.724097558682394116e-01	1.714981790714491581e+03	1.481875206236727536e+02	1.469209276789630714e+01	7.201666651960181298e-02	1.010000000000000000e+02
2.329741346708693982e+03	8.047310057180951937e-01	1.718604021241877035e+03	1.215471969954669476e+02	1.472937186275409438e+01	5.959837828348213407e-02	9.600000000000000000e+01
