# zMean	zSD	jMean	jSD	FMean	FSD	TotSteps
1.035883080550738896e+03	1.472599063369850692e+00	3.312436035798920102e+02	5.124003103064023890e+01	1.501511505441227534e+01	1.090606866331711444e-01	7.300000000000000000e+01
1.039747517563067504e+03	2.272963073091261332e+00	3.348125949871527496e+02	7.933031333764665760e+01	1.509921484927921043e+01	1.683356451931388165e-01	8.200000000000000000e+01
1.044912569392106434e+03	3.539610700337512128e+00	3.404616787403610942e+02	1.237795310116198380e+02	1.508699111082058764e+01	2.621435684669961574e-01	8.300000000000000000e+01
1.051339868741280497e+03	3.961011273995064474e+00	3.480939582664948375e+02	1.377323973232705612e+02	1.498128532102075816e+01	2.933524949520744940e-01	9.500000000000000000e+01
1.057149603113967260e+03	2.635074585825017746e+00	3.546661886508175030e+02	9.090124581679992843e+01	1.492131639337957694e+01	1.951536238262008283e-01	9.600000000000000000e+01
1.061239064281657420e+03	1.413924638308889259e+00	3.584549656600273124e+02	4.898215174168581143e+01	1.498875089930044524e+01	1.047152587131563450e-01	9.500000000000000000e+01
1.064429076152395055e+03	1.208016552904553009e+00	3.608419172130127208e+02	4.355107412573124748e+01	1.512279862015361509e+01	8.946570590811120383e-02	9.800000000000000000e+01
1.068217878475390535e+03	2.606190342732605192e+00	3.642819821992694074e+02	9.735082322912057862e+01	1.521249992011256680e+01	1.930144567827767332e-01	1.030000000000000000e+02
1.075327589580850827e+03	6.482178491040137658e+00	3.732525459041416411e+02	2.423431530492380261e+02	1.505625471564218110e+01	4.800701390464325868e-01	1.070000000000000000e+02
1.085601803693134116e+03	6.062225333993300325e+00	3.873378408871486727e+02	2.245195045258442406e+02	1.466564641848649231e+01	4.489684082355438477e-01	1.020000000000000000e+02
1.092257069545946706e+03	2.174619992986952077e+00	3.952841129953586687e+02	8.030144107359228656e+01	1.454305742942717927e+01	1.610523566806136841e-01	8.300000000000000000e+01
1.095712612274537605e+03	7.836430479467088039e-01	3.979320765582035619e+02	2.946284348826156929e+01	1.465743993494774955e+01	5.803660413093325587e-02	8.100000000000000000e+01
1.098313392901406587e+03	5.621061181939959184e-01	3.992047919501234787e+02	2.171510255182511173e+01	1.483512612172183154e+01	4.162957911344733475e-02	7.900000000000000000e+01
1.100904384072431640e+03	7.490593468383053288e-01	4.005025186442438212e+02	2.903496769382036291e+01	1.501353731559571258e+01	5.547533522684489071e-02	7.800000000000000000e+01
1.103872655575891031e+03	1.191020063906430337e+00	4.024591026761149806e+02	4.557059705312713049e+01	1.516400712804951390e+01	8.820694593291023011e-02	6.800000000000000000e+01
1.107433603323121133e+03	1.684619480519837564e+00	4.054094405191941064e+02	6.311314320663223043e+01	1.527058333788964539e+01	1.247629187272991658e-01	6.300000000000000000e+01
1.111398651850697888e+03	1.788884155720386060e+00	4.090039940370187423e+02	6.563841048907488585e+01	1.534723184393731188e+01	1.324847605726517941e-01	8.800000000000000000e+01
1.115156355841643972e+03	1.382904186034835003e+00	4.122217086032033535e+02	4.975850555510260165e+01	1.543923628636784962e+01	1.024178840177398797e-01	8.700000000000000000e+01
1.118313998099828723e+03	9.004797030466642482e-01	4.144498927729093793e+02	3.210371515908627771e+01	1.557568130072668744e+01	6.668952680763595708e-02	8.300000000000000000e+01
1.121073069966006187e+03	8.341852693844975519e-01	4.160552452613468972e+02	3.077706123271491379e+01	1.574164443831757154e+01	6.177976105061588896e-02	8.300000000000000000e+01
1.124468343618836343e+03	2.317861947335687844e+00	4.187917339096517253e+02	8.922299928357824683e+01	1.586049047158897274e+01	1.716608558196810463e-01	8.400000000000000000e+01
1.131979091412415755e+03	7.616978176535897482e+00	4.284631354892298987e+02	2.911986582937242929e+02	1.567454448999648342e+01	5.641134037542485657e-01	8.500000000000000000e+01
1.143823829984086387e+03	6.628723634876572568e+00	4.452019408844157624e+02	2.492444030783663038e+02	1.516762315137856554e+01	4.909232723989589431e-01	9.100000000000000000e+01
1.150355184131908800e+03	1.679480234912850145e+00	4.528760882602134643e+02	6.243731013179058209e+01	1.505421106319083968e+01	1.243823061976456756e-01	8.700000000000000000e+01
1.153330082183350896e+03	4.014466429052555574e-01	4.546196858853018057e+02	1.507457464083563536e+01	1.520419011350103311e+01	2.973113837356322620e-02	7.600000000000000000e+01
1.157666785044356175e+03	4.043023452332705325e+00	4.590481614091035567e+02	1.837421914110309444e+02	1.525331389961497308e+01	2.994263168797601793e-01	1.200000000000000000e+02
1.171107908719378202e+03	1.406457317674299645e+01	4.800063719689059667e+02	6.294788344717235304e+02	1.462816428024284221e+01	1.041622289469586349e+00	1.130000000000000000e+02
1.185427490849881906e+03	4.554330793446338177e+00	5.021192004854593165e+02	2.012750221877067816e+02	1.393795602765775321e+01	3.372937385626357809e-01	1.170000000000000000e+02
1.190263710120531414e+03	3.468411337700755825e-01	5.069197100147740116e+02	1.737198219395941123e+01	1.395008562847343292e+01	2.568705436701179678e-02	7.000000000000000000e+01
1.192860236647475631e+03	3.553108388805512052e-01	5.077299577894022491e+02	1.757860760879702866e+01	1.412808687388795725e+01	2.631432072749362305e-02	8.200000000000000000e+01
1.195476772090709574e+03	4.186241679282447503e-01	5.086136727292732189e+02	2.046376939324545674e+01	1.430460625896205329e+01	3.100330587676580762e-02	8.700000000000000000e+01
1.198201398228917924e+03	5.796840328719593538e-01	5.097379782528619216e+02	2.813625737608526833e+01	1.447312044716634105e+01	4.293139947449731153e-02	8.800000000000000000e+01
1.201228586690959673e+03	9.918627752516939733e-01	5.114688977833361037e+02	4.825226873464998789e+01	1.461922686966752316e+01	7.345735713514045528e-02	8.800000000000000000e+01
1.205148032039039663e+03	2.225593569073155642e+00	5.149277806249058358e+02	1.095911787367076613e+02	1.469925274718872998e+01	1.648274597255579010e-01	9.800000000000000000e+01
1.211621656050647289e+03	5.208829859567786436e+00	5.232683223537898130e+02	2.584494363639387302e+02	1.459011615288906327e+01	3.857659393995902519e-01	1.000000000000000000e+02
1.221368650438294026e+03	6.288295225640835540e+00	5.377819496262600296e+02	3.114805832150159404e+02	1.423855374853994604e+01	4.657111444109602871e-01	1.020000000000000000e+02
1.229372095595384053e+03	3.089366200312354760e+00	5.488137228258292453e+02	1.534828813367639668e+02	1.401611860020584999e+01	2.287984607951329963e-01	1.000000000000000000e+02
1.234091172366747514e+03	1.295308924014903385e+00	5.535357234003457734e+02	6.591610151476925239e+01	1.403692377451868367e+01	9.593057891254375136e-02	9.800000000000000000e+01
1.237614163059126440e+03	9.062818265225253134e-01	5.559928234071418274e+02	4.754877124418271706e+01	1.414631108384110370e+01	6.711923207225822807e-02	9.600000000000000000e+01
1.241007875317257003e+03	1.028273875424716488e+00	5.582535026556698767e+02	5.425983969541266561e+01	1.426527275400394501e+01	7.615396321395451196e-02	9.900000000000000000e+01
1.244681157360191037e+03	1.342711352765868726e+00	5.610765495831709586e+02	7.021963711135322228e+01	1.436352948590424994e+01	9.944120278584023254e-02	9.000000000000000000e+01
1.248735912604800433e+03	1.618714718802299890e+00	5.646375987843485973e+02	8.328335574670927599e+01	1.443353431248847052e+01	1.198820120744983342e-01	8.900000000000000000e+01
1.252963585968742564e+03	1.604273721069902958e+00	5.685127753352621767e+02	8.110519816383020952e+01	1.449073282315492150e+01	1.188125117824370136e-01	8.000000000000000000e+01
1.256975265698064050e+03	1.289320482431582260e+00	5.719382027948121276e+02	6.404577056324342266e+01	1.456392782240136974e+01	9.548707492888297566e-02	7.600000000000000000e+01
1.260531410420178190e+03	9.044865765106603339e-01	5.744741960960736833e+02	4.418887643277412280e+01	1.467085974428159822e+01	6.698627585637950688e-02	6.800000000000000000e+01
1.263657860390708038e+03	6.223782861202887817e-01	5.762067401317603981e+02	3.007852826447924599e+01	1.480961485946415479e+01	4.609333587006858579e-02	8.100000000000000000e+01
1.266512426255563923e+03	4.805430890515220432e-01	5.774466881363707671e+02	2.307770125148817897e+01	1.496850571151292719e+01	3.558902117515572172e-02	9.400000000000000000e+01
1.269253916717626680e+03	4.764526539277828543e-01	5.785140669248735321e+02	2.296696269756648690e+01	1.513577092789256540e+01	3.528608354989160034e-02	9.900000000000000000e+01
1.272103175429284875e+03	7.375652380370987249e-01	5.798275898454752451e+02	3.633149711805162951e+01	1.529505482770715652e+01	5.462408152902753500e-02	1.060000000000000000e+02
1.275792289248922089e+03	2.199809604908625538e+00	5.828073216266916461e+02	1.119944333590101451e+02	1.539213905822483319e+01	1.629178993395328234e-01	1.170000000000000000e+02
1.283598603847195136e+03	7.969290838438348956e+00	5.938158216917336176e+02	4.105520585904014297e+02	1.518430339907673599e+01	5.902056794947441176e-01	1.170000000000000000e+02
1.297686494186388472e+03	8.850317168308073690e+00	6.169383236000300030e+02	4.584609274115646258e+02	1.451125424055606494e+01	6.554544894848959302e-01	1.290000000000000000e+02
1.306902350341094689e+03	3.196704717666547513e+00	6.304565386908875553e+02	1.742987923289765604e+02	1.419902793373852390e+01	2.367479513903845145e-01	1.240000000000000000e+02
1.312227908352243503e+03	2.077985295662164056e+00	6.364471466231403838e+02	1.213223946845973842e+02	1.417491710743283662e+01	1.538955909967398838e-01	1.170000000000000000e+02
1.317168167051283490e+03	2.104315844058261664e+00	6.417355441283550590e+02	1.233936956338584423e+02	1.417934154818193981e+01	1.558456314109548657e-01	1.200000000000000000e+02
1.322018428054832839e+03	1.826725004645817663e+00	6.467955550852302622e+02	1.057326775283436291e+02	1.419043121825907328e+01	1.352872538440692551e-01	9.000000000000000000e+01
1.326325449267100339e+03	1.273161248244252475e+00	6.506957045211241848e+02	7.249753482668893412e+01	1.424175322727855253e+01	9.429032204496934355e-02	8.800000000000000000e+01
1.329968621388319661e+03	7.921195235827055425e-01	6.532240897155353423e+02	4.457624322111951187e+01	1.434223989998104898e+01	5.866437191653517402e-02	8.700000000000000000e+01
1.333143809315849921e+03	5.207285850670022587e-01	6.548070326355865518e+02	2.913291299890261143e+01	1.447738548206814535e+01	3.856515901006218883e-02	8.200000000000000000e+01
1.336086136699146209e+03	4.372481116368175935e-01	6.559569920821026017e+02	2.457734285417245701e+01	1.462977671606122243e+01	3.238259514782271253e-02	8.500000000000000000e+01
1.339018763133160974e+03	5.276394753271331783e-01	6.571169731102675087e+02	2.976791550515918061e+01	1.478288640235808948e+01	3.907697954272748575e-02	9.200000000000000000e+01
1.342156965865244274e+03	8.231569293216228766e-01	6.587438915215684574e+02	4.613825133332284167e+01	1.492077110802000917e+01	6.096300218555938955e-02	9.800000000000000000e+01
1.345787612750614016e+03	1.352902475559090822e+00	6.613821843680618713e+02	7.481776007852749899e+01	1.502218539968952093e+01	1.001959573399062720e-01	1.050000000000000000e+02
1.350154789629742027e+03	2.010351256838347034e+00	6.655000476356360650e+02	1.101358831743709743e+02	1.506905228002130492e+01	1.488866140814479877e-01	1.130000000000000000e+02
1.355313816318132467e+03	2.647889144286792895e+00	6.711978624579555799e+02	1.458101575390319340e+02	1.505727476347911598e+01	1.961026700258798883e-01	1.120000000000000000e+02
1.361363348123998094e+03	3.523083593682782677e+00	6.787163890059184723e+02	1.989946711031952873e+02	1.497954643793670648e+01	2.609195709481468839e-01	1.120000000000000000e+02
1.368681967845993313e+03	4.510806651031325387e+00	6.888733055982935412e+02	2.602418163102120161e+02	1.480782946132573308e+01	3.340703405753799871e-01	1.080000000000000000e+02
1.376525618131450074e+03	4.128134434530315033e+00	7.001126611928142438e+02	2.419765022994833998e+02	1.459722872118480552e+01	3.057296362213151042e-01	1.160000000000000000e+02
1.383276850240788917e+03	2.962786582916097977e+00	7.090915818102674848e+02	1.782005009862477891e+02	1.446753247116718022e+01	2.194239743307662138e-01	1.090000000000000000e+02
1.388895146428055796e+03	2.270215947288041214e+00	7.157335208208363611e+02	1.394517591290059499e+02	1.442174145553819287e+01	1.681321930561523459e-01	1.090000000000000000e+02
1.393869141531021796e+03	1.804022334877757539e+00	7.210135750849716487e+02	1.109900207849568687e+02	1.442366737821253153e+01	1.336058941210467310e-01	9.900000000000000000e+01
1.398272038824473384e+03	1.323545026909075828e+00	7.250593728901307031e+02	8.066808704764116555e+01	1.446788880465950911e+01	9.802174469288615910e-02	9.500000000000000000e+01
1.402113944196714328e+03	9.082262265147693636e-01	7.279050877530223715e+02	5.473619062558282167e+01	1.455365729279133546e+01	6.726323433568381915e-02	9.200000000000000000e+01
1.405524223694721513e+03	6.303040112179546517e-01	7.298439449397002363e+02	3.758079150633420795e+01	1.467139199316892295e+01	4.668031507080172560e-02	9.400000000000000000e+01
1.408657878908275961e+03	4.785679081599195639e-01	7.312325570802406673e+02	2.830485728906933218e+01	1.480961348805308297e+01	3.544273927832364279e-02	8.400000000000000000e+01
1.411654686285914750e+03	4.261004490923208654e-01	7.323613884829079552e+02	2.504148095019627362e+01	1.495796993366514727e+01	3.155699925977728526e-02	8.300000000000000000e+01
1.414621130421876160e+03	4.630373810388461742e-01	7.334666086059744430e+02	2.709336371172685176e+01	1.510857508095585189e+01	3.429254843973694733e-02	8.000000000000000000e+01
1.417679616522329752e+03	6.106141584436143299e-01	7.347940253485924131e+02	3.550209521432407200e+01	1.525236360035625438e+01	4.522208457433407602e-02	8.000000000000000000e+01
1.420994145800759270e+03	9.225999359207027739e-01	7.366799242585211687e+02	5.324276036000810564e+01	1.537718956199577569e+01	6.832775125428725005e-02	8.000000000000000000e+01
1.424818520716390140e+03	1.472217290129890221e+00	7.396264485241827060e+02	8.428321207826957107e+01	1.546425635574413882e+01	1.090324125070196715e-01	9.500000000000000000e+01
1.429441877111763461e+03	2.209854840019848776e+00	7.442099049626764327e+02	1.255975379503797740e+02	1.549215058110278953e+01	1.636618494518700118e-01	1.030000000000000000e+02
1.434917439831224328e+03	2.787512474842934296e+00	7.505163686707028319e+02	1.586999956021318212e+02	1.545693040609952362e+01	2.064431738868677257e-01	1.470000000000000000e+02
1.441192837455227618e+03	4.065259843102564830e+00	7.585639350080880376e+02	2.535571687661577016e+02	1.536247445806584189e+01	3.010731439801759279e-01	1.500000000000000000e+02
1.453992197463395087e+03	1.535595647393595264e+01	7.816321880877493413e+02	1.066151127103366889e+03	1.478485385586095902e+01	1.137262136459696649e+00	1.500000000000000000e+02
1.474923990192591873e+03	8.591369864059229755e+00	8.231383350273075621e+02	6.015361709583085030e+02	1.360494528633664402e+01	6.362768521322266224e-01	1.510000000000000000e+02
1.482162826203682926e+03	1.137556282114853934e+00	8.332909858620995465e+02	8.444910817616619170e+01	1.343913709135524215e+01	8.424741825342607626e-02	1.410000000000000000e+02
1.485803156701655553e+03	4.368274582555266572e-01	8.353052422228556679e+02	3.649795338546391577e+01	1.353983421467539117e+01	3.235144155840430358e-02	9.500000000000000000e+01
1.489138119615124197e+03	4.677860892647574542e-01	8.366640684731859210e+02	3.826256736717186868e+01	1.366314686130389511e+01	3.464423777094793877e-02	9.200000000000000000e+01
1.492491980584421299e+03	4.898435100811314724e-01	8.380923847234618052e+02	3.923381286603398621e+01	1.378505991791775998e+01	3.627781035660859743e-02	8.000000000000000000e+01
1.495844425788073750e+03	4.944417965395953019e-01	8.395453421061125709e+02	3.870214140764437616e+01	1.390707782613525190e+01	3.661835945172242646e-02	7.100000000000000000e+01
1.499177524302481061e+03	4.821809652778862310e-01	8.409685432823272322e+02	3.694474277109839022e+01	1.403052855015825706e+01	3.571032228848025625e-02	7.000000000000000000e+01
1.502476979315783183e+03	4.645213803128384611e-01	8.423310067306003930e+02	3.497310159972403198e+01	1.415647091187309670e+01	3.440245342596881528e-02	6.700000000000000000e+01
1.505739847129509371e+03	4.603389372784981726e-01	8.436464151568120542e+02	3.410884018824435771e+01	1.428512292158854002e+01	3.409270169484557300e-02	6.500000000000000000e+01
